persona,model,model_label,qwen_reference_cluster,kmeans_top3_cluster,kmeans_top5_cluster,agglomerative_top3_cluster,pc1,pc2,pc3,pc1_percentile,pc2_percentile,pc3_percentile,role,match_class,include_in_analysis,matched_occupation_title,soc_code,soc_major_group,match_confidence,rationale,source_dataset,data_vintage,employment_count,annual_median_wage,annual_mean_wage,hourly_median_wage,notes_on_ambiguity,log_employment_count,log_annual_median_wage,qwen_axis_projection,axis_projection
devils_advocate,gemma,Gemma-2-27B,combative_iconoclast,2,4,1,206.8501583209508,111.31691075883738,348.1882814094926,57.27272727272727,73.63636363636364,91.45454545454544,devils_advocate,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.0755844313541635,
dilettante,gemma,Gemma-2-27B,grounded_social,2,4,1,-243.80042581266608,301.66542883491815,257.20897844715927,32.54545454545455,80.54545454545455,86.72727272727273,dilettante,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.0835637230013357,
dispatcher,gemma,Gemma-2-27B,procedural_professional,5,0,0,540.4219540103477,31.195270328759072,63.1317875822433,81.63636363636364,67.45454545454545,64.9090909090909,dispatcher,exact,True,"Dispatchers, Except Police, Fire, and Ambulance",43-5032,43-0000,high,Direct occupational title match for non-emergency dispatchers.,BLS OEWS national cross-industry estimates,May 2025,202810.0,50340.0,54740.0,24.2,,12.220024859148177,10.826555268689306,0.0215486788940697,
divorcee,gemma,Gemma-2-27B,grounded_social,4,1,3,140.87431343477465,573.4712415874911,-153.54026247979374,54.0,89.27272727272727,23.818181818181817,divorcee,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.0687080643084148,
doctor,gemma,Gemma-2-27B,procedural_professional,0,0,0,594.383955585702,-63.7097066743422,-116.58031571034316,86.36363636363636,58.72727272727273,31.09090909090909,doctor,broad,True,Family Medicine Physicians,29-1215,29-0000,low,Doctor is broad; family medicine physician is a concrete but incomplete proxy.,BLS OEWS national cross-industry estimates,May 2025,107510.0,244180.0,255820.0,117.39,,11.585339145479274,12.405660937222846,0.0424255456754232,
dreamer,gemma,Gemma-2-27B,mythic_spiritual,3,2,2,-860.316986484941,-307.40356270310264,-53.04967207120046,8.545454545454545,14.727272727272728,40.54545454545455,dreamer,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.2209951643286481,
echo,gemma,Gemma-2-27B,mythic_spiritual,3,2,2,-1032.733275424314,-430.9077075860277,-77.2255272624905,2.363636363636364,6.7272727272727275,35.45454545454545,echo,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.2439447308953572,
economist,gemma,Gemma-2-27B,procedural_professional,5,0,0,562.9074601760908,-162.2256239845496,128.8851031499642,83.0909090909091,40.18181818181818,74.72727272727273,economist,exact,True,Economists,19-3011,19-0000,high,Direct occupational title match.,BLS OEWS national cross-industry estimates,May 2025,,,,,,,,0.0250814167341604,
ecosystem,gemma,Gemma-2-27B,procedural_professional,0,2,0,-137.23659509949258,-389.6573712035288,-199.8951946213244,37.27272727272727,9.636363636363637,17.636363636363637,ecosystem,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.0512567147298664,
editor,gemma,Gemma-2-27B,editorial,5,0,0,675.5948132951061,-138.10429583121967,20.648398161815404,97.63636363636364,47.09090909090909,57.63636363636363,editor,exact,True,Editors,27-3041,27-0000,high,Direct occupational title match.,BLS OEWS national cross-industry estimates,May 2025,,,,,,,,0.0383728513844505,
egregore,gemma,Gemma-2-27B,mythic_spiritual,3,2,2,-427.9128246313719,-421.8526476700793,9.602013413800996,22.0,7.454545454545454,54.0,egregore,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.1827080421604352,
elder,gemma,Gemma-2-27B,mythic_spiritual,3,1,3,-456.4091411124714,43.83350746513708,-358.6443697890431,21.272727272727273,68.9090909090909,4.181818181818182,elder,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.1721955924841038,
eldritch,gemma,Gemma-2-27B,mythic_spiritual,1,3,2,-1206.3418614073662,-539.0129380302981,308.20160309209575,0.5454545454545454,0.9090909090909092,90.0,eldritch,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.2640724856498673,
emissary,gemma,Gemma-2-27B,procedural_professional,0,0,0,330.05094076986813,-410.06003970297775,-152.64202534972375,66.0,8.181818181818182,24.181818181818183,emissary,ambiguous,False,Public Relations Managers,11-2032,11-0000,low,Emissary is symbolic/diplomatic; no clean modern SOC.,,,,,,,Excluded from correlation analysis because mapping is ambiguous.,,,-0.0239285484417281,
empath,gemma,Gemma-2-27B,grounded_social,0,1,0,-144.5124644650458,-117.20292678886112,-306.0485798461094,36.90909090909091,50.72727272727273,7.090909090909091,empath,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.1056838005094992,
engineer,gemma,Gemma-2-27B,procedural_professional,5,0,0,617.3462248381292,-223.66969248337443,58.779295282115854,90.36363636363636,30.0,63.81818181818182,engineer,broad,True,"Engineers, All Other",17-2199,17-0000,medium,Generic engineer maps to all-other engineers; many detailed engineer SOCs exist.,BLS OEWS national cross-industry estimates,May 2025,154070.0,122930.0,125330.0,59.1,,11.94516232357582,11.719370366661387,0.0199742751541663,
entrepreneur,gemma,Gemma-2-27B,procedural_professional,5,0,0,460.89337516041223,68.49037050258727,72.6209160293779,74.36363636363636,70.72727272727273,66.36363636363636,entrepreneur,ambiguous,False,General and Operations Managers,11-1021,11-0000,low,"Entrepreneur is owner/founder status, not an OEWS occupation; ambiguous only.",,,,,,,Excluded from correlation analysis because mapping is ambiguous.,,,-0.0299117718947164,
evaluator,gemma,Gemma-2-27B,procedural_professional,5,0,0,654.4972333508306,-297.1775322910257,30.331005652981197,95.0909090909091,16.181818181818183,59.45454545454545,evaluator,ambiguous,False,"Financial Specialists, All Other",13-2099,13-0000,low,Evaluator is generic and not cleanly occupational.,,,,,,,Excluded from correlation analysis because mapping is ambiguous.,,,0.0455105387190065,
evangelist,gemma,Gemma-2-27B,grounded_social,1,1,2,-402.40800564184735,-51.64164407404851,49.00723100852613,23.454545454545453,61.27272727272727,62.36363636363637,evangelist,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.144117575739916,
examiner,gemma,Gemma-2-27B,procedural_professional,5,0,0,698.9275169106461,-270.39992591947123,131.83810499630266,98.72727272727272,22.0,75.0909090909091,examiner,ambiguous,False,"Financial Specialists, All Other",13-2099,13-0000,low,Examiner is generic; many examiner categories exist.,,,,,,,Excluded from correlation analysis because mapping is ambiguous.,,,0.0415751254572229,
exile,gemma,Gemma-2-27B,mythic_spiritual,3,2,2,-744.5452236129564,3.0543060442219683,-125.95239864021757,12.181818181818182,66.0,29.636363636363637,exile,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.2154161358981909,
expatriate,gemma,Gemma-2-27B,procedural_professional,0,1,0,197.64457183714669,200.3864850839236,-130.35413694883243,56.54545454545455,77.27272727272727,28.181818181818183,expatriate,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.0251711996250656,
facilitator,gemma,Gemma-2-27B,procedural_professional,0,0,0,689.7321832361117,-193.1567362920373,-240.2040449085217,98.36363636363636,34.0,11.818181818181818,facilitator,broad,True,Training and Development Specialists,13-1151,13-0000,low,Facilitator is a task role; training/development is a weak proxy.,BLS OEWS national cross-industry estimates,May 2025,458300.0,69280.0,75550.0,33.31,,13.035279270497215,11.145911543236316,0.0314541195218331,
familiar,gemma,Gemma-2-27B,mythic_spiritual,3,2,5,-745.8698420056369,-447.7050125850367,-94.13172383721864,11.818181818181818,4.909090909090909,34.36363636363637,familiar,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.2030447966002637,
fixer,gemma,Gemma-2-27B,grounded_social,2,6,1,-26.030161707357408,461.89425460287754,315.0887190065027,43.09090909090909,84.18181818181819,90.36363636363636,fixer,ambiguous,False,"Installation, Maintenance, and Repair Workers, All Other",49-9099,49-0000,low,Fixer is colloquial/archetypal; mapping is ambiguous.,,,,,,,Excluded from correlation analysis because mapping is ambiguous.,,,-0.1334382890824646,
flaneur,gemma,Gemma-2-27B,grounded_social,1,2,2,-640.968116575621,-55.16681255926023,168.67007624137298,15.090909090909092,59.45454545454545,80.9090909090909,flaneur,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.1941195415305407,
fool,gemma,Gemma-2-27B,trickster_chaos,6,5,4,-571.841428878291,1180.4327754506503,-650.7254000821322,19.454545454545453,98.36363636363636,1.2727272727272727,fool,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.1472730489342613,
forecaster,gemma,Gemma-2-27B,procedural_professional,5,0,0,530.4749684394966,-235.45568790755,82.47814496271218,79.81818181818181,27.454545454545453,68.54545454545455,forecaster,ambiguous,False,Atmospheric and Space Scientists,19-2021,19-0000,low,"Forecaster could be weather, economic, strategic, or symbolic; ambiguous.",,,,,,,Excluded from correlation analysis because mapping is ambiguous.,,,0.0149615471043443,
futurist,gemma,Gemma-2-27B,procedural_professional,5,0,0,399.4238162205254,-291.17265253276355,110.70495067977778,69.27272727272727,17.272727272727273,72.18181818181819,futurist,ambiguous,False,"Financial Specialists, All Other",13-2099,13-0000,low,Futurist is not an OEWS occupation; ambiguous.,,,,,,,Excluded from correlation analysis because mapping is ambiguous.,,,-0.0158537694879974,
gamer,gemma,Gemma-2-27B,combative_iconoclast,2,6,1,100.49925201713896,581.3489123346467,199.55417296111156,51.81818181818182,90.0,82.36363636363636,gamer,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.0846659821521823,
generalist,gemma,Gemma-2-27B,procedural_professional,5,0,0,502.7965942502871,-240.59482069942055,-63.27738408183601,77.63636363636364,26.727272727272727,36.54545454545455,generalist,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,0.0223087936428475,
genie,gemma,Gemma-2-27B,trickster_chaos,1,3,2,-766.5011674240973,-1.4301770067029789,206.522597781166,10.363636363636363,65.63636363636364,83.45454545454545,genie,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.2004992905825115,
geographer,gemma,Gemma-2-27B,procedural_professional,5,0,0,444.6493590652784,-189.16845819714436,-10.176323041267956,72.9090909090909,35.81818181818182,50.0,geographer,exact,True,Geographers,19-3092,19-0000,high,Direct occupational title match.,BLS OEWS national cross-industry estimates,May 2025,,,,,,,,0.0018338728360614,
ghost,gemma,Gemma-2-27B,mythic_spiritual,3,2,2,-948.976904034194,-283.3099733293021,-26.329685247462983,4.181818181818182,18.727272727272727,48.90909090909091,ghost,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.2400674125260004,
golem,gemma,Gemma-2-27B,mythic_spiritual,3,2,2,-983.5979422220964,-431.1813543410842,-119.1711537687048,3.090909090909091,6.363636363636363,30.727272727272727,golem,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.2147421288537097,
gossip,gemma,Gemma-2-27B,trickster_chaos,2,4,6,-84.42771414310278,1022.153875624246,299.2281353724363,40.54545454545455,97.63636363636364,89.27272727272727,gossip,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.1268314518764611,
grader,gemma,Gemma-2-27B,editorial,5,0,0,753.7689074898232,-153.4189381948527,55.47250787230002,99.8181818181818,41.63636363636363,63.45454545454545,grader,ambiguous,False,"Teaching Assistants, Postsecondary",25-9044,25-0000,low,"Grader is a task, not a detailed occupation.",,,,,,,Excluded from correlation analysis because mapping is ambiguous.,,,0.0476690489367204,
graduate,gemma,Gemma-2-27B,grounded_social,4,1,3,329.14926847165447,499.6091967941466,-43.96841622674902,65.63636363636364,87.0909090909091,44.18181818181818,graduate,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.01955322335489,
grandparent,gemma,Gemma-2-27B,grounded_social,6,1,3,-213.3185342795949,649.8611634964284,-495.4063217632377,34.0,91.8181818181818,2.727272727272727,grandparent,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.1152460831084119,
guardian,gemma,Gemma-2-27B,procedural_professional,0,0,0,218.4828906401945,-240.86930693525775,-49.613260159076695,58.0,26.363636363636363,42.0,guardian,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.0513466744693596,
guide,gemma,Gemma-2-27B,procedural_professional,0,0,0,245.00349116888648,-146.9174754223274,-175.7832105834513,60.18181818181818,43.45454545454545,22.0,guide,close,True,Tour and Travel Guides,39-7010,39-0000,medium,"Guide maps reasonably to tour/travel guides, though role can be symbolic.",BLS OEWS national cross-industry estimates,May 2025,,,,,,,,-0.0291073371633736,
guru,gemma,Gemma-2-27B,mythic_spiritual,3,2,5,-613.327421332359,-451.88708403840695,-252.3377634283591,17.272727272727273,4.545454545454546,10.363636363636363,guru,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.1923869492899386,
hacker,gemma,Gemma-2-27B,combative_iconoclast,2,6,1,-85.3601158690377,593.5197312616909,473.09422982662016,40.18181818181818,90.72727272727272,95.0909090909091,hacker,close,True,Information Security Analysts,15-1212,15-0000,medium,Legal security work maps to information security analysts; hacker role remains culturally broader.,BLS OEWS national cross-industry estimates,May 2025,190650.0,,,,,12.15819456528571,,-0.1114451068984428,
healer,gemma,Gemma-2-27B,procedural_professional,0,1,0,2.047166150631645,-395.2317799234222,-386.91263005062393,44.90909090909091,8.909090909090908,3.4545454545454546,healer,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.0754714041060167,
hedonist,gemma,Gemma-2-27B,grounded_social,2,4,1,-284.9862722383963,269.5181363297068,287.3094307979626,29.272727272727273,79.81818181818181,88.9090909090909,hedonist,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.1365858150195688,
hermit,gemma,Gemma-2-27B,mythic_spiritual,3,2,5,-925.0831687572914,-264.1822629937543,-246.87984252289496,5.2727272727272725,23.454545454545453,11.090909090909092,hermit,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.2267963307185592,
historian,gemma,Gemma-2-27B,procedural_professional,5,0,0,202.70489059116923,-181.64511361332137,137.95576684676126,56.90909090909091,37.63636363636363,75.45454545454545,historian,exact,True,Historians,19-3093,19-0000,high,Direct occupational title match.,BLS OEWS national cross-industry estimates,May 2025,3450.0,76750.0,81240.0,36.9,,8.146129510025405,11.248308665449443,-0.013452861998987,
hive,gemma,Gemma-2-27B,procedural_professional,1,3,2,-233.72789881183795,-468.4640078866051,190.3323913131162,33.27272727272727,3.4545454545454546,82.0,hive,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.1050791775227249,
hoarder,gemma,Gemma-2-27B,other,4,4,6,-402.1504749568539,920.948814188023,-31.216806414132073,23.818181818181817,96.54545454545456,47.81818181818182,hoarder,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.1303158271399181,
homunculus,gemma,Gemma-2-27B,mythic_spiritual,1,2,2,-726.6582603687752,-375.5648541429904,148.6786641803165,13.272727272727272,11.090909090909092,77.27272727272727,homunculus,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.2032761405243787,
hybrid,gemma,Gemma-2-27B,procedural_professional,0,1,0,-51.07073842119492,-217.8227683796704,-133.5273336293784,42.0,31.09090909090909,27.09090909090909,hybrid,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.0609157395236098,
idealist,gemma,Gemma-2-27B,procedural_professional,0,1,0,-108.51596600488092,-162.16734039776415,-52.36381133072632,38.36363636363637,40.54545454545455,40.90909090909091,idealist,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.115811530853983,
immigrant,gemma,Gemma-2-27B,grounded_social,0,1,3,-149.76717095197938,89.02328629153212,-333.90456309210373,36.54545454545455,72.54545454545455,5.636363636363637,immigrant,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.0729689375340607,
improviser,gemma,Gemma-2-27B,grounded_social,4,4,6,-127.6517613698378,718.1269011023971,-58.920280277607496,37.63636363636363,94.0,37.27272727272727,improviser,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.1092045415204755,
infant,gemma,Gemma-2-27B,other,6,5,4,-355.93783952212993,794.7046148583976,-788.2820864095323,25.636363636363637,95.0909090909091,0.9090909090909092,infant,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.109455600977435,
influencer,gemma,Gemma-2-27B,combative_iconoclast,4,1,3,367.73048699296345,486.79636741607794,-122.62424664956004,68.18181818181819,85.27272727272727,30.363636363636363,influencer,broad,True,Public Relations Specialists,27-3031,27-0000,low,Influencer is not separately measured; PR specialists are a weak public-facing proxy.,BLS OEWS national cross-industry estimates,May 2025,,,,,,,,-0.0467392840849053,
instructor,gemma,Gemma-2-27B,procedural_professional,0,0,0,568.2996246894356,-123.81950848550682,-192.01734712737175,83.45454545454545,49.27272727272727,19.09090909090909,instructor,exact,True,"Teachers and Instructors, All Other",25-3099,25-0000,high,Direct occupational title in SOC title.,BLS OEWS national cross-industry estimates,May 2025,,,,,,,,0.0407470301717234,
interpreter,gemma,Gemma-2-27B,procedural_professional,0,0,0,410.00754182947935,-128.04996513704197,-180.4023424599799,69.63636363636364,48.18181818181818,21.636363636363637,interpreter,exact,True,Interpreters and Translators,27-3091,27-0000,high,Direct occupational title in SOC title.,BLS OEWS national cross-industry estimates,May 2025,,,,,,,,0.0021751561068266,
interviewer,gemma,Gemma-2-27B,editorial,0,0,0,629.1075010621208,-29.460987940859795,-105.21923126394066,93.27272727272728,63.09090909090909,33.63636363636363,interviewer,exact,True,"Interviewers, Except Eligibility and Loan",43-4111,43-0000,high,Direct occupational title match.,BLS OEWS national cross-industry estimates,May 2025,148060.0,45920.0,47240.0,22.08,,11.90537287599709,10.734656030993449,0.0047910283578579,
jester,gemma,Gemma-2-27B,trickster_chaos,2,4,1,-567.6095118799494,538.9946433966035,234.031358243676,19.818181818181817,88.9090909090909,85.63636363636364,jester,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.2046577270336261,
journalist,gemma,Gemma-2-27B,procedural_professional,5,0,0,542.9125185961848,-165.94565740955545,81.40260612371274,82.0,39.45454545454545,68.18181818181819,journalist,exact,True,"News Analysts, Reporters, and Journalists",27-3023,27-0000,high,Direct occupational title in SOC title.,BLS OEWS national cross-industry estimates,May 2025,39250.0,,102460.0,29.91,,10.577706723210554,,0.0054787079135585,
judge,gemma,Gemma-2-27B,procedural_professional,5,0,0,466.79440661431505,-251.52305266800295,113.84566463468272,75.0909090909091,25.272727272727273,73.63636363636364,judge,exact,True,"Judges, Magistrate Judges, and Magistrates",23-1023,23-0000,high,Direct occupational title match.,BLS OEWS national cross-industry estimates,May 2025,24030.0,,,,,10.087058328730514,,0.0148646200287974,
lawyer,gemma,Gemma-2-27B,procedural_professional,5,0,0,620.2512888561431,-146.02404962986975,151.8404350607905,90.72727272727272,44.18181818181818,77.63636363636364,lawyer,exact,True,Lawyers,23-1011,23-0000,high,Direct occupational title match.,BLS OEWS national cross-industry estimates,May 2025,754500.0,159670.0,185840.0,76.76,,13.53381055719004,11.980864464333747,0.036920970355189,
leviathan,gemma,Gemma-2-27B,mythic_spiritual,3,2,2,-1214.5474112074885,-446.528365694751,14.083084150479957,0.1818181818181818,5.2727272727272725,56.54545454545455,leviathan,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.2698550274709878,
librarian,gemma,Gemma-2-27B,procedural_professional,5,0,0,492.0887858696257,-124.7266663070606,1.9402692289871024,76.54545454545455,48.54545454545455,52.18181818181818,librarian,exact,True,Librarians and Media Collections Specialists,25-4022,25-0000,high,Direct occupational title in SOC title.,BLS OEWS national cross-industry estimates,May 2025,,,,,,,,0.0169734529982516,
linguist,gemma,Gemma-2-27B,procedural_professional,5,0,0,524.9865817228961,-167.9753806705003,78.50637916313919,78.72727272727273,39.09090909090909,67.0909090909091,linguist,close,True,"Social Scientists and Related Workers, All Other",19-3099,19-0000,medium,Linguists are not a standalone OEWS detailed SOC; social scientists all other is closest.,BLS OEWS national cross-industry estimates,May 2025,37100.0,101110.0,107690.0,48.61,,10.521372248595526,11.523964312085445,-0.0068130726611703,
loner,gemma,Gemma-2-27B,grounded_social,1,1,1,-254.4574583523594,230.52962254039,90.7802165501796,31.454545454545453,78.0,69.27272727272727,loner,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.117166359916393,
luddite,gemma,Gemma-2-27B,grounded_social,4,6,3,-728.8572164867489,393.95365968263496,-48.328320974727674,12.909090909090908,82.0,42.72727272727273,luddite,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.1710947708227685,
marketer,gemma,Gemma-2-27B,procedural_professional,5,0,0,621.0423396726002,-141.1814617267632,-10.283979036066292,91.45454545454544,44.90909090909091,49.63636363636363,marketer,close,True,Market Research Analysts and Marketing Specialists,13-1161,13-0000,medium,Marketer maps to marketing specialists/market research analysts.,BLS OEWS national cross-industry estimates,May 2025,899580.0,78760.0,89490.0,37.87,,13.709683266717004,11.274160532753061,0.0098565321987096,
martyr,gemma,Gemma-2-27B,mythic_spiritual,1,2,2,-618.3700541867884,-177.58413314893258,113.48682908728382,16.545454545454547,38.0,72.54545454545455,martyr,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.1805523996632395,
mathematician,gemma,Gemma-2-27B,procedural_professional,5,0,0,363.0556672086719,-152.35336865992923,215.33388497063964,67.81818181818181,42.0,84.18181818181819,mathematician,exact,True,Mathematicians,15-2021,15-0000,high,Direct occupational title match.,BLS OEWS national cross-industry estimates,May 2025,,,,,,,,-0.0142894774150149,
maverick,gemma,Gemma-2-27B,combative_iconoclast,2,4,1,-96.87320215115014,328.9012729310101,379.0565498282087,39.45454545454545,80.9090909090909,92.9090909090909,maverick,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.1309165314177123,
mechanic,gemma,Gemma-2-27B,procedural_professional,4,6,3,222.08974152986505,665.0602982524144,-136.4337750277902,58.36363636363637,92.9090909090909,26.363636363636363,mechanic,close,True,Automotive Service Technicians and Mechanics,49-3023,49-0000,medium,Generic mechanic maps to automotive mechanics as a concrete common proxy.,BLS OEWS national cross-industry estimates,May 2025,,,,,,,,-0.0424739344650122,
mediator,gemma,Gemma-2-27B,procedural_professional,0,0,0,610.9612343966469,-230.46518607575103,-184.2662492771596,88.54545454545455,28.90909090909091,20.181818181818183,mediator,exact,True,"Arbitrators, Mediators, and Conciliators",23-1022,23-0000,high,Direct occupational title in SOC title.,BLS OEWS national cross-industry estimates,May 2025,9210.0,75530.0,91010.0,36.31,,9.128045129249353,11.232285207307493,0.0170346282492745,
mentor,gemma,Gemma-2-27B,procedural_professional,0,0,0,546.9117396595818,-152.14877827800015,-164.62732916179124,82.36363636363636,42.72727272727273,23.09090909090909,mentor,ambiguous,False,Social and Human Service Assistants,21-1093,21-0000,low,"Mentor is a social/training role, not a clean occupation.",,,,,,,Excluded from correlation analysis because mapping is ambiguous.,,,0.0063293790489189,
merchant,gemma,Gemma-2-27B,procedural_professional,0,0,0,24.13449834494526,-39.37833574976904,-77.46597697757873,46.36363636363637,62.36363636363637,35.09090909090909,merchant,broad,True,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",41-4012,41-0000,low,Merchant is broad/historical; wholesale sales representative is a weak proxy.,BLS OEWS national cross-industry estimates,May 2025,,72080.0,,34.65,,,11.185531892282219,-0.0991678550809088,
minimalist,gemma,Gemma-2-27B,procedural_professional,0,1,0,33.86705602181166,-138.82896862585605,-128.17248813937314,47.09090909090909,46.36363636363637,28.90909090909091,minimalist,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.0689906307012307,
moderator,gemma,Gemma-2-27B,procedural_professional,0,0,0,728.5970167886759,-188.94365859386448,-251.6393969515511,99.0909090909091,36.18181818181818,10.727272727272728,moderator,ambiguous,False,Customer Service Representatives,43-4051,43-0000,low,"Moderator can mean online content moderation, meeting facilitation, or broadcast role.",,,,,,,Excluded from correlation analysis because mapping is ambiguous.,,,0.0325452446377372,
musician,gemma,Gemma-2-27B,grounded_social,0,1,0,-195.5822876177079,-12.260451471759383,-181.48316754505535,34.36363636363637,65.27272727272727,20.545454545454547,musician,exact,True,Musicians and Singers,27-2042,27-0000,high,Direct occupational title match.,BLS OEWS national cross-industry estimates,May 2025,36180.0,,,47.8,,10.496261758949286,,-0.1253011849949113,
mycorrhizal,gemma,Gemma-2-27B,mythic_spiritual,3,2,5,-788.2124447819036,-466.67432659765706,-252.58687050957025,10.0,3.8181818181818183,10.0,mycorrhizal,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.1880678682422154,
mystic,gemma,Gemma-2-27B,mythic_spiritual,3,2,5,-810.7086291698038,-536.0930182597917,-241.0616799704144,9.636363636363637,1.2727272727272727,11.454545454545457,mystic,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.2158811222964823,
narcissist,gemma,Gemma-2-27B,grounded_social,2,4,1,-278.5420868632406,688.9534623746725,828.4183433437656,29.636363636363637,93.27272727272728,99.8181818181818,narcissist,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.1383213964442062,
narrator,gemma,Gemma-2-27B,mythic_spiritual,3,2,2,-614.9199803001871,-94.65787322980572,-55.05770954322361,16.90909090909091,55.45454545454545,39.81818181818182,narrator,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.1916326957826556,
naturalist,gemma,Gemma-2-27B,procedural_professional,0,0,0,-4.4619233290775515,-269.2528483861365,-143.03790734505228,44.18181818181818,22.727272727272727,25.272727272727273,naturalist,close,True,Conservation Scientists,19-1031,19-0000,medium,Naturalist maps roughly to conservation science/ecology work.,BLS OEWS national cross-industry estimates,May 2025,25950.0,73010.0,77130.0,35.1,,10.163926888594034,11.198351697050132,-0.0689720803438716,
navigator,gemma,Gemma-2-27B,procedural_professional,0,0,0,325.68461768735034,-145.49206031417228,-65.25467378905309,65.27272727272727,44.54545454545455,36.18181818181818,navigator,close,True,"Captains, Mates, and Pilots of Water Vessels",53-5021,53-0000,medium,Navigator is not separate; vessel navigation is a defensible occupational proxy.,BLS OEWS national cross-industry estimates,May 2025,,,,,,,,-0.0429944486357615,
negotiator,gemma,Gemma-2-27B,procedural_professional,5,0,0,570.4959932898242,-218.00289311731183,-79.66510577888981,83.81818181818181,30.727272727272727,34.72727272727273,negotiator,ambiguous,False,Buyers and Purchasing Agents,13-1028,13-0000,low,Negotiator is a task across occupations; purchasing agents are only a weak proxy.,,,,,,,Excluded from correlation analysis because mapping is ambiguous.,,,0.0064177077448477,
networker,gemma,Gemma-2-27B,procedural_professional,0,0,0,526.7898441993784,-89.83540840381116,-149.52352490793834,79.0909090909091,55.81818181818182,24.545454545454547,networker,no_match,False,,,,,No defensible modern U.S. occupational mapping assigned.,,,,,,,,,,-0.0063513142429976,
