persona,rank_most_explained,rank_least_explained,final_model_residual,semantic_baseline_residual,residual_improvement,residual_improvement_percent,actual_pc1,actual_pc2,actual_pc3,predicted_pc1,predicted_pc2,predicted_pc3,semantic_baseline_predicted_pc1,semantic_baseline_predicted_pc2,semantic_baseline_predicted_pc3,activation_cluster,semantic_cluster,anchor_or_bridge_status,heldout_frequency,mean_residual_across_splits,residual_std_across_splits,dimensions_features_most_associated_with_improved_prediction,prediction_source
echo,179,95,27.562765,47.76604,20.203275,42.296316,-49.892212,-33.354103,0.20762,-42.899609,-7.123491,3.1338,-18.986426,2.939884,2.670544,mythic_spiritual,original_prompt_k7=1;no_label_prompt_k7=0;role_name_k7=3,semantic_bridge_2,2,27.562765,2.22821,narrative_causal/wound_loss_exile=3; prior_first_loop/semantic_label_dependence_risk=3; semantic_label_dependence/role_label_theatricality=3; prior_first_loop/boundary_liminal_instability=3; collective_distributed/swarm_collective_agency=3,mean_heldout_across_splits
revolutionary,180,94,27.905505,16.72142,-11.184085,-66.884779,-11.514294,-5.725035,18.037641,8.718226,-24.941628,17.746298,-4.674328,-12.151281,4.198418,combative_iconoclast,original_prompt_k7=2;no_label_prompt_k7=0;role_name_k7=6,semantic_bridge_2,1,27.905505,0.0,narrative_causal/corruption_contamination_decay=3; collective_distributed/nonindividual_systemic_identity=3; institutional/office_law_status=3; prior_first_loop/boundary_liminal_instability=2; interactional/adversarial_dominance=3,mean_heldout_across_splits
stoic,181,93,27.923057,37.764834,9.841777,26.060692,-16.30038,-29.333746,-3.20219,-27.556047,-3.842611,-4.993596,-12.981144,8.278358,-2.498605,mythic_spiritual,original_prompt_k7=1;no_label_prompt_k7=0;role_name_k7=4,semantic_bridge_2,1,27.923057,0.0,narrative_causal/wound_loss_exile=3; prior_first_loop/semantic_label_dependence_risk=3; semantic_label_dependence/role_label_theatricality=3; prior_first_loop/theatrical_fantastical_vividness=2; institutional/standard_enforcement=3,mean_heldout_across_splits
altruist,182,92,28.305604,40.102609,11.797005,29.417052,11.355227,-3.914055,-24.744717,-0.410234,12.812824,-5.174519,-10.462924,13.245901,4.198735,procedural_professional,original_prompt_k7=0;no_label_prompt_k7=2;role_name_k7=0,semantic_bridge_3,0,,,semantic_label_dependence/role_label_theatricality=3; prior_first_loop/interpersonal_lived_reactivity=3; prior_first_loop/assistant_basin_adjacency=3; interactional/cooperative_care=3; prior_first_loop/semantic_label_dependence_risk=2,apparent_full_model_no_heldout_split
critic,183,91,28.487688,17.405632,-11.082056,-63.669369,25.6234,-14.77125,6.802533,47.132007,3.72756,4.209804,36.953857,-1.580239,6.044903,procedural_professional,original_prompt_k7=5;no_label_prompt_k7=5;role_name_k7=3,,1,28.487688,0.0,procedural/evaluate_judge_verify=3; prior_first_loop/theatrical_fantastical_vividness=2; prior_first_loop/procedural_professional_orientation=3; prior_first_loop/standards_and_error_aversion=3,mean_heldout_across_splits
provocateur,184,90,28.686886,33.965525,5.278639,15.541167,-23.792196,22.517387,34.501806,-14.94111,2.270821,16.457011,-2.342616,5.24883,14.800854,combative_iconoclast,original_prompt_k7=3;no_label_prompt_k7=2;role_name_k7=6,stable_anchor,2,28.686886,2.919985,procedural/destabilize_expose_disrupt=3; narrative_causal/wound_loss_exile=3; destabilization_reactivity/reactive_opposition=3; prior_first_loop/forceful_self_assertion=3; institutional/standard_enforcement=3,mean_heldout_across_splits
competitor,185,89,28.830849,36.491259,7.66041,20.992451,-5.725992,27.917313,25.667225,-12.781025,25.680304,-2.105978,-5.751677,14.430517,-8.113055,combative_iconoclast,original_prompt_k7=0;no_label_prompt_k7=2;role_name_k7=5,semantic_bridge_2,2,28.830849,1.928205,prior_first_loop/semantic_label_dependence_risk=3; destabilization_reactivity/reactive_opposition=3; semantic_label_dependence/role_label_theatricality=2; prior_first_loop/interpersonal_lived_reactivity=2,mean_heldout_across_splits
generalist,186,88,28.833072,36.014858,7.181786,19.941175,34.461212,-6.415676,2.90868,7.696346,-17.108369,2.09977,2.514943,-20.214272,-6.370578,procedural_professional,original_prompt_k7=4;no_label_prompt_k7=1;role_name_k7=4,semantic_bridge_3,1,28.833072,0.0,prior_first_loop/boundary_liminal_instability=3; collective_distributed/swarm_collective_agency=3; prior_first_loop/assistant_basin_adjacency=3; destabilization_reactivity/volatility_liminality=3; prior_first_loop/procedural_professional_orientation=3,mean_heldout_across_splits
polymath,187,87,29.014896,30.411076,1.39618,4.591023,29.720851,-13.729704,7.308062,0.734796,-14.4377,6.225667,1.817976,-19.714687,-3.201129,procedural_professional,original_prompt_k7=4;no_label_prompt_k7=1;role_name_k7=4,semantic_bridge_3,0,,,prior_first_loop/semantic_label_dependence_risk=3; semantic_label_dependence/role_label_theatricality=3; prior_first_loop/theatrical_fantastical_vividness=2; destabilization_reactivity/volatility_liminality=3; institutional/standard_enforcement=3,apparent_full_model_no_heldout_split
mystic,188,86,29.323429,44.223705,14.900277,33.692963,-42.16872,-36.161216,-18.949282,-20.692446,-18.431992,-28.131205,-12.803085,-3.887595,-26.147125,mythic_spiritual,original_prompt_k7=4;no_label_prompt_k7=6;role_name_k7=5,semantic_bridge_high_4,1,29.323429,0.0,prior_first_loop/theatrical_fantastical_vividness=3; narrative_causal/wound_loss_exile=3; semantic_label_dependence/role_label_theatricality=3; prior_first_loop/assistant_basin_adjacency=3; interactional/cooperative_care=3,mean_heldout_across_splits
chef,189,85,29.468829,25.720365,-3.748464,-14.573913,4.481306,12.232802,-8.702589,29.647084,-3.074252,-9.591159,24.129532,0.809941,3.339115,grounded_social,original_prompt_k7=2;no_label_prompt_k7=5;role_name_k7=4,semantic_bridge_3,1,29.468829,0.0,assistant_adjacency/assistant_basin_adjacency=3; destabilization_reactivity/volatility_liminality=2,mean_heldout_across_splits
graduate,190,84,29.698828,41.28121,11.582382,28.057273,9.10015,34.393799,-14.396207,10.801362,7.307039,-2.336618,-22.571335,10.431503,-3.13283,grounded_social,original_prompt_k7=1;no_label_prompt_k7=3;role_name_k7=3,stable_anchor,1,29.698828,0.0,collective_distributed/nonindividual_systemic_identity=3; institutional/office_law_status=3; prior_first_loop/interpersonal_lived_reactivity=3; motivational/mission_duty_drive=3; collective_distributed/swarm_collective_agency=2,mean_heldout_across_splits
marketer,191,83,29.77856,14.233453,-15.545107,-109.21529,34.081018,6.431733,3.5887,6.15195,-0.681369,-3.903533,25.285115,-3.253772,-2.016142,procedural_professional,original_prompt_k7=2;no_label_prompt_k7=5;role_name_k7=5,stable_anchor,1,29.77856,0.0,prior_first_loop/communicative_media_register=3,mean_heldout_across_splits
grandparent,192,82,29.793656,29.803129,0.009474,0.031787,-30.308928,34.398036,-30.142523,-25.117695,14.981834,-8.581053,-13.812456,19.496438,-11.144526,grounded_social,original_prompt_k7=1;no_label_prompt_k7=3;role_name_k7=5,stable_anchor,2,29.793656,3.000451,prior_first_loop/interpersonal_lived_reactivity=3; prior_first_loop/theatrical_fantastical_vividness=2; motivational/mission_duty_drive=2,mean_heldout_across_splits
zealot,193,81,29.845721,41.03017,11.184449,27.259085,-33.940846,-18.761291,26.199381,-22.197136,-8.201769,0.874515,-8.92648,-7.784512,-4.41543,mythic_spiritual,original_prompt_k7=0;no_label_prompt_k7=0;role_name_k7=2,,0,,,motivational/mission_duty_drive=3; institutional/office_law_status=2; semantic_label_dependence/role_label_theatricality=2; destabilization_reactivity/reactive_opposition=2,apparent_full_model_no_heldout_split
hybrid,194,80,29.995342,30.952596,0.957254,3.092647,9.092695,-5.689149,-11.418776,-12.237621,10.545946,2.040787,-18.971209,5.91238,-5.428365,procedural_professional,original_prompt_k7=1;no_label_prompt_k7=0;role_name_k7=5,semantic_bridge_3,1,29.995342,0.0,prior_first_loop/semantic_label_dependence_risk=3; collective_distributed/swarm_collective_agency=2; semantic_label_dependence/role_label_theatricality=2; destabilization_reactivity/volatility_liminality=2,mean_heldout_across_splits
fool,195,79,30.431972,33.473871,3.041899,9.087385,-37.406737,47.921356,7.515254,-19.834112,25.093454,-2.292632,-20.733299,19.121212,3.90302,trickster_chaos,original_prompt_k7=6;no_label_prompt_k7=2;role_name_k7=2,semantic_bridge_2,1,30.431972,0.0,procedural/destabilize_expose_disrupt=3; prior_first_loop/interpersonal_lived_reactivity=2,mean_heldout_across_splits
musician,196,78,30.462162,17.848982,-12.613179,-70.666098,-13.635183,2.888231,-16.04659,-37.832559,21.296398,-14.157238,-25.363367,2.791444,-2.591982,grounded_social,original_prompt_k7=6;no_label_prompt_k7=0;role_name_k7=1,semantic_bridge_3,1,30.462162,0.0,narrative_causal/wound_loss_exile=3; semantic_label_dependence/role_label_theatricality=3; prior_first_loop/interpersonal_lived_reactivity=3; prior_first_loop/semantic_label_dependence_risk=2,mean_heldout_across_splits
whale,197,77,30.499023,18.02862,-12.470403,-69.170036,-40.875941,-24.119166,-10.280914,-22.106153,-21.630938,13.629212,-31.565017,-26.966256,4.89248,mythic_spiritual,original_prompt_k7=4;no_label_prompt_k7=0;role_name_k7=2,stable_anchor,1,30.499023,0.0,prior_first_loop/semantic_label_dependence_risk=3; semantic_label_dependence/role_label_theatricality=3; collective_distributed/swarm_collective_agency=3; prior_first_loop/theatrical_fantastical_vividness=2; prior_first_loop/procedural_professional_orientation=3,mean_heldout_across_splits
absurdist,198,76,30.709794,36.639084,5.92929,16.182964,-34.383967,14.551099,33.406228,-31.943419,-3.566196,8.782701,-3.799522,4.86819,15.80138,trickster_chaos,original_prompt_k7=3;no_label_prompt_k7=2;role_name_k7=6,semantic_bridge_2,2,30.709794,1.011815,prior_first_loop/theatrical_fantastical_vividness=3; procedural/destabilize_expose_disrupt=3; narrative_causal/wound_loss_exile=3; destabilization_reactivity/reactive_opposition=3; prior_first_loop/semantic_label_dependence_risk=2,mean_heldout_across_splits
archaeologist,199,75,31.182117,18.044649,-13.137468,-72.805341,15.677279,-19.481606,1.901841,-13.99491,-18.414101,8.115625,26.112154,-8.912275,11.873952,procedural_professional,original_prompt_k7=3;no_label_prompt_k7=1;role_name_k7=3,semantic_bridge_high_4,4,31.182117,2.191739,prior_first_loop/theatrical_fantastical_vividness=3; procedural/destabilize_expose_disrupt=3; narrative_causal/wound_loss_exile=3; prior_first_loop/boundary_liminal_instability=3,mean_heldout_across_splits
narcissist,200,74,31.257687,33.212211,1.954525,5.884958,-21.994757,34.672101,25.556729,-4.922059,26.250749,0.764657,-11.481549,10.587904,5.24725,grounded_social,original_prompt_k7=0;no_label_prompt_k7=2;role_name_k7=3,semantic_bridge_3,1,31.257687,0.0,collective_distributed/swarm_collective_agency=2; motivational/hunger_wound_lack=3; prior_first_loop/interpersonal_lived_reactivity=2,mean_heldout_across_splits
dilettante,201,73,31.321661,39.242077,7.920416,20.183478,-3.350257,18.002389,1.507144,-11.32133,-12.17332,1.78044,1.752909,-20.721882,-1.971115,grounded_social,original_prompt_k7=4;no_label_prompt_k7=1;role_name_k7=4,semantic_bridge_high_5,2,31.321661,1.539515,collective_distributed/swarm_collective_agency=3; prior_first_loop/theatrical_fantastical_vividness=2; prior_first_loop/boundary_liminal_instability=2; destabilization_reactivity/volatility_liminality=2,mean_heldout_across_splits
chameleon,202,72,31.410584,20.697863,-10.712721,-51.757616,-0.639659,15.880444,-5.605038,-7.991842,-14.610368,-7.30227,-4.377643,-4.225451,-8.795968,grounded_social,original_prompt_k7=0;no_label_prompt_k7=0;role_name_k7=5,semantic_bridge_high_4,1,31.410584,0.0,collective_distributed/nonindividual_systemic_identity=3; prior_first_loop/semantic_label_dependence_risk=3; prior_first_loop/boundary_liminal_instability=3; collective_distributed/swarm_collective_agency=3; semantic_label_dependence/role_label_theatricality=2,mean_heldout_across_splits
parent,203,71,31.521923,40.152141,8.630217,21.493791,7.071281,28.571432,-28.684836,-15.582128,21.468438,-7.948341,-18.083952,6.093626,-6.909692,grounded_social,original_prompt_k7=1;no_label_prompt_k7=3;role_name_k7=6,stable_anchor,1,31.521923,0.0,prior_first_loop/interpersonal_lived_reactivity=3; destabilization_reactivity/reactive_opposition=3; procedural/evaluate_judge_verify=2; motivational/mission_duty_drive=2,mean_heldout_across_splits
cynic,204,70,31.817578,46.705975,14.888397,31.876857,-21.406835,40.712029,36.281453,-45.041185,25.734433,21.133931,-8.477649,11.89359,1.875321,combative_iconoclast,original_prompt_k7=0;no_label_prompt_k7=2;role_name_k7=0,semantic_bridge_2,1,31.817578,0.0,emotional_regulation/affective_calm_detachment=3; narrative_causal/corruption_contamination_decay=3; narrative_causal/wound_loss_exile=3; institutional/office_law_status=3; prior_first_loop/interpersonal_lived_reactivity=3,mean_heldout_across_splits
divorcee,205,69,32.287234,37.119641,4.832407,13.018464,-6.764238,31.756335,-25.897505,-27.871822,13.039139,-10.19394,-28.224331,7.281402,-8.056264,grounded_social,original_prompt_k7=1;no_label_prompt_k7=3;role_name_k7=1,stable_anchor,1,32.287234,0.0,prior_first_loop/interpersonal_lived_reactivity=3; prior_first_loop/semantic_label_dependence_risk=2; destabilization_reactivity/reactive_opposition=2,mean_heldout_across_splits
martyr,206,68,32.414698,39.527455,7.112757,17.994473,-31.910292,-21.859531,-10.24145,-16.317182,6.106598,-8.406789,-13.196905,10.483134,2.371481,mythic_spiritual,original_prompt_k7=0;no_label_prompt_k7=2;role_name_k7=2,semantic_bridge_3,2,32.414698,0.19741,narrative_causal/wound_loss_exile=3; prior_first_loop/semantic_label_dependence_risk=3; semantic_label_dependence/role_label_theatricality=3; prior_first_loop/assistant_basin_adjacency=3; interactional/cooperative_care=3,mean_heldout_across_splits
expatriate,207,67,32.978525,34.014441,1.035916,3.045519,14.628706,14.16857,-10.601171,-15.441662,17.512054,2.52046,-18.094773,19.042457,-2.70172,procedural_professional,original_prompt_k7=1;no_label_prompt_k7=3;role_name_k7=3,stable_anchor,1,32.978525,0.0,destabilization_reactivity/reactive_opposition=3; collective_distributed/nonindividual_systemic_identity=2; prior_first_loop/collectivized_or_nonindividual_agency=3; motivational/mission_duty_drive=2,mean_heldout_across_splits
eldritch,208,66,32.997217,28.985005,-4.012211,-13.842369,-52.716802,-39.481346,15.742466,-34.358258,-14.903798,3.588278,-32.382107,-22.974952,3.325958,mythic_spiritual,original_prompt_k7=4;no_label_prompt_k7=0;role_name_k7=0,stable_anchor,0,,,prior_first_loop/theatrical_fantastical_vividness=3; prior_first_loop/interpersonal_lived_reactivity=3; destabilization_reactivity/reactive_opposition=3; prior_first_loop/semantic_label_dependence_risk=2; semantic_label_dependence/role_label_theatricality=2,apparent_full_model_no_heldout_split
futurist,209,65,33.01004,6.75987,-26.25017,-388.323591,32.177379,-10.578135,9.81586,-0.39149,-13.070408,14.303622,26.361836,-9.200115,12.189311,procedural_professional,original_prompt_k7=3;no_label_prompt_k7=1;role_name_k7=3,semantic_bridge_high_4,3,33.01004,0.284901,procedural/destabilize_expose_disrupt=3; prior_first_loop/boundary_liminal_instability=3; prior_first_loop/forceful_self_assertion=3; collective_distributed/nonindividual_systemic_identity=2; semantic_label_dependence/role_label_theatricality=2,mean_heldout_across_splits
hoarder,210,64,33.385766,38.526691,5.140925,13.3438,-26.144485,39.078367,4.210295,-18.847797,6.821441,-0.356812,-22.442468,0.801725,1.865151,other,original_prompt_k7=1;no_label_prompt_k7=0;role_name_k7=3,semantic_bridge_2,1,33.385766,0.0,prior_first_loop/semantic_label_dependence_risk=2,mean_heldout_across_splits
lawyer,211,63,33.479814,24.959538,-8.520276,-34.136351,42.993478,-11.861488,14.465996,13.637773,2.730405,21.264315,20.533402,-2.494462,8.917811,procedural_professional,original_prompt_k7=2;no_label_prompt_k7=5;role_name_k7=3,stable_anchor,1,33.479814,0.0,procedural/evaluate_judge_verify=3; institutional/office_law_status=3; motivational/mission_duty_drive=3,mean_heldout_across_splits
immigrant,212,62,33.484947,25.415885,-8.069062,-31.748107,-4.765909,13.842249,-28.780266,-23.511603,7.675183,-1.728318,-16.187881,8.220182,-6.782581,grounded_social,original_prompt_k7=1;no_label_prompt_k7=3;role_name_k7=6,stable_anchor,1,33.484947,0.0,prior_first_loop/semantic_label_dependence_risk=3; semantic_label_dependence/role_label_theatricality=3; destabilization_reactivity/reactive_opposition=3; prior_first_loop/oppositional_moral_pressure=3,mean_heldout_across_splits
philosopher,213,61,33.543743,34.478779,0.935036,2.711918,5.320795,-30.9439,3.955251,31.548508,-11.084957,-2.595486,33.958881,-12.217261,8.193082,procedural_professional,original_prompt_k7=3;no_label_prompt_k7=1;role_name_k7=6,semantic_bridge_3,1,33.543743,0.0,destabilization_reactivity/volatility_liminality=3; prior_first_loop/boundary_liminal_instability=2,mean_heldout_across_splits
egregore,214,60,33.997153,30.893224,-3.103929,-10.047282,-23.836737,-31.56635,5.029204,-17.403916,1.81333,5.500633,-9.21959,-6.092652,-4.553126,mythic_spiritual,original_prompt_k7=0;no_label_prompt_k7=0;role_name_k7=2,semantic_bridge_2,1,33.997153,0.0,semantic_label_dependence/role_label_theatricality=3; collective_distributed/swarm_collective_agency=3; prior_first_loop/forceful_self_assertion=3; prior_first_loop/collectivized_or_nonindividual_agency=3; prior_first_loop/semantic_label_dependence_risk=2,mean_heldout_across_splits
gamer,215,59,34.29195,40.010145,5.718195,14.291863,-1.515565,24.950026,24.217635,-7.091682,10.709954,-6.475444,-22.554733,7.698997,-5.117789,combative_iconoclast,original_prompt_k7=1;no_label_prompt_k7=3;role_name_k7=2,semantic_bridge_3,1,34.29195,0.0,destabilization_reactivity/reactive_opposition=3; prior_first_loop/interpersonal_lived_reactivity=2,mean_heldout_across_splits
workaholic,216,58,34.302944,35.154241,0.851298,2.421607,2.56665,19.360138,23.982014,-6.324692,-2.055579,-1.130199,3.512489,-10.292867,5.901751,combative_iconoclast,original_prompt_k7=5;no_label_prompt_k7=0;role_name_k7=2,semantic_bridge_3,2,34.302944,0.516664,motivational/mission_duty_drive=3; prior_first_loop/semantic_label_dependence_risk=2,mean_heldout_across_splits
producer,217,57,34.56505,18.323914,-16.241136,-88.633556,30.515274,4.303532,0.625298,-3.915055,2.890438,-2.076233,12.500951,7.319329,-0.842677,procedural_professional,original_prompt_k7=6;no_label_prompt_k7=5;role_name_k7=0,semantic_bridge_2,1,34.56505,0.0,prior_first_loop/theatrical_fantastical_vividness=2; prior_first_loop/boundary_liminal_instability=2; prior_first_loop/standards_and_error_aversion=3; emotional_regulation/affective_intensity_distress=3,mean_heldout_across_splits
warrior,218,56,34.603963,29.370484,-5.233479,-17.818837,-34.941639,-6.859443,9.636419,-11.146538,17.269716,2.635628,-11.987997,10.054595,2.588653,mythic_spiritual,original_prompt_k7=0;no_label_prompt_k7=2;role_name_k7=2,semantic_bridge_3,0,,,destabilization_reactivity/reactive_opposition=3; motivational/mission_duty_drive=3; interactional/adversarial_dominance=3,apparent_full_model_no_heldout_split
simulacrum,219,55,34.786024,33.721887,-1.064137,-3.155627,-21.385336,-19.50399,17.065599,-0.651099,7.220888,8.945272,0.564498,6.01054,14.972948,mythic_spiritual,original_prompt_k7=3;no_label_prompt_k7=2;role_name_k7=6,semantic_bridge_3,1,34.786024,0.0,prior_first_loop/boundary_liminal_instability=3; destabilization_reactivity/reactive_opposition=3; destabilization_reactivity/volatility_liminality=3; semantic_label_dependence/role_label_theatricality=2,mean_heldout_across_splits
optimist,220,54,35.137609,39.886356,4.748747,11.905692,0.231517,22.207882,-31.270952,3.644106,13.128591,2.501408,-12.419702,7.880169,3.737399,grounded_social,original_prompt_k7=0;no_label_prompt_k7=2;role_name_k7=2,semantic_bridge_3,1,35.137609,0.0,prior_first_loop/assistant_basin_adjacency=2; interactional/cooperative_care=2,mean_heldout_across_splits
realist,221,53,35.45096,37.625863,2.174903,5.780341,22.577429,10.434982,11.004567,-8.870992,12.037687,-4.777537,-13.890758,13.022351,2.181884,procedural_professional,original_prompt_k7=0;no_label_prompt_k7=2;role_name_k7=3,semantic_bridge_3,2,35.45096,0.207817,prior_first_loop/theatrical_fantastical_vividness=2; assistant_adjacency/assistant_basin_adjacency=3; prior_first_loop/assistant_basin_adjacency=2,mean_heldout_across_splits
psychologist,222,52,35.683091,19.933795,-15.749296,-79.008017,34.992882,-6.252968,-4.409728,1.538759,4.275673,1.076749,26.317285,-7.491981,13.452615,procedural_professional,original_prompt_k7=3;no_label_prompt_k7=1;role_name_k7=0,semantic_bridge_3,2,35.683091,2.185278,narrative_causal/wound_loss_exile=3; collective_distributed/nonindividual_systemic_identity=3; prior_first_loop/interpersonal_lived_reactivity=3,mean_heldout_across_splits
pacifist,223,51,35.771456,30.313879,-5.457577,-18.003557,12.630986,-12.37961,-28.496481,-11.300183,-0.10661,-4.911111,-6.399006,-0.427871,-8.150803,procedural_professional,original_prompt_k7=0;no_label_prompt_k7=0;role_name_k7=4,semantic_bridge_2,0,,,semantic_label_dependence/role_label_theatricality=3; interactional/adversarial_dominance=3; destabilization_reactivity/reactive_opposition=2,apparent_full_model_no_heldout_split
improviser,224,50,36.22756,23.025083,-13.202477,-57.33954,-15.01954,34.444208,-0.662761,-22.576874,-0.95391,-2.178048,-12.327862,12.107734,4.235326,grounded_social,original_prompt_k7=0;no_label_prompt_k7=2;role_name_k7=3,semantic_bridge_2,0,,,narrative_causal/wound_loss_exile=3; prior_first_loop/theatrical_fantastical_vividness=2,apparent_full_model_no_heldout_split
coordinator,225,49,36.608974,18.085561,-18.523413,-102.421002,39.386314,-2.155726,-3.194772,9.4094,6.461938,15.971279,24.942679,-3.956391,7.539591,procedural_professional,original_prompt_k7=2;no_label_prompt_k7=5;role_name_k7=0,stable_anchor,0,,,procedural/destabilize_expose_disrupt=3; collective_distributed/swarm_collective_agency=3; institutional/office_law_status=2; prior_first_loop/semantic_label_dependence_risk=2; motivational/hunger_wound_lack=3,apparent_full_model_no_heldout_split
veterinarian,226,48,36.676736,10.554975,-26.121761,-247.482932,26.870205,0.836878,-11.75371,-4.270609,19.788059,-7.718193,17.915314,3.054649,-16.881957,procedural_professional,original_prompt_k7=5;no_label_prompt_k7=6;role_name_k7=0,semantic_bridge_3,1,36.676736,0.0,narrative_causal/corruption_contamination_decay=3; interactional/cooperative_care=3; procedural/evaluate_judge_verify=2,mean_heldout_across_splits
luddite,227,47,36.751995,34.67053,-2.081464,-6.003555,-29.240255,8.514152,9.680724,3.194578,-2.800759,-3.383102,2.567954,-4.469644,5.021905,grounded_social,original_prompt_k7=3;no_label_prompt_k7=0;role_name_k7=5,semantic_bridge_2,1,36.751995,0.0,destabilization_reactivity/reactive_opposition=3; semantic_label_dependence/role_label_theatricality=2; interactional/cooperative_care=2; prior_first_loop/collectivized_or_nonindividual_agency=2,mean_heldout_across_splits
prisoner,228,46,36.779631,27.312205,-9.467426,-34.663718,-22.403888,38.781432,-0.139571,5.671091,15.453091,-2.862966,-22.730795,11.76334,-3.751782,grounded_social,original_prompt_k7=1;no_label_prompt_k7=3;role_name_k7=3,stable_anchor,4,36.779631,5.523456,procedural/evaluate_judge_verify=3; collective_distributed/nonindividual_systemic_identity=2; destabilization_reactivity/reactive_opposition=2; prior_first_loop/interpersonal_lived_reactivity=2,mean_heldout_across_splits
ghost,229,45,36.79965,44.544328,7.744678,17.386451,-52.912486,-21.037096,0.569494,-26.513922,3.56992,-6.444734,-23.233191,10.847764,-8.610422,mythic_spiritual,original_prompt_k7=1;no_label_prompt_k7=3;role_name_k7=1,semantic_bridge_3,3,36.79965,3.523704,prior_first_loop/boundary_liminal_instability=3; prior_first_loop/theatrical_fantastical_vividness=2; destabilization_reactivity/volatility_liminality=3,mean_heldout_across_splits
peacekeeper,230,44,36.896924,43.106362,6.209438,14.404923,24.312096,-2.640138,-18.90935,-5.829204,10.368209,-2.066907,-9.460523,17.411236,-1.146721,procedural_professional,original_prompt_k7=0;no_label_prompt_k7=2;role_name_k7=4,semantic_bridge_high_5,0,,,prior_first_loop/boundary_liminal_instability=3; destabilization_reactivity/volatility_liminality=3; institutional/office_law_status=2; prior_first_loop/semantic_label_dependence_risk=2; collective_distributed/swarm_collective_agency=2,apparent_full_model_no_heldout_split
hive,231,43,37.085046,37.38399,0.298944,0.799658,2.429805,-32.680856,4.708353,-7.116304,2.281942,-2.900921,-8.085036,0.532335,-8.677527,procedural_professional,original_prompt_k7=0;no_label_prompt_k7=0;role_name_k7=4,semantic_bridge_2,2,37.085046,5.778174,prior_first_loop/semantic_label_dependence_risk=3; collective_distributed/swarm_collective_agency=3; collective_distributed/nonindividual_systemic_identity=2; prior_first_loop/collectivized_or_nonindividual_agency=3; semantic_label_dependence/role_label_theatricality=2,mean_heldout_across_splits
rogue,232,42,37.150537,21.881384,-15.269153,-69.781477,-26.637792,20.617122,30.236947,9.901252,14.888361,33.735801,-10.447389,11.184235,18.937104,trickster_chaos,original_prompt_k7=3;no_label_prompt_k7=2;role_name_k7=0,semantic_bridge_3,1,37.150537,0.0,procedural/destabilize_expose_disrupt=3; institutional/office_law_status=3; collective_distributed/nonindividual_systemic_identity=2; prior_first_loop/collectivized_or_nonindividual_agency=3; interactional/deception_persuasion=3,mean_heldout_across_splits
addict,233,41,37.197651,37.888291,0.690641,1.822835,-19.963021,38.66394,-16.282297,-18.314298,1.583691,-16.419827,-17.386218,2.442575,-5.620726,grounded_social,original_prompt_k7=1;no_label_prompt_k7=0;role_name_k7=5,semantic_bridge_high_4,2,37.197651,2.324381,narrative_causal/wound_loss_exile=2; motivational/hunger_wound_lack=3; prior_first_loop/boundary_liminal_instability=2; interactional/adversarial_dominance=3; destabilization_reactivity/reactive_opposition=2,mean_heldout_across_splits
forecaster,234,40,37.560117,14.103371,-23.456746,-166.320142,38.685817,-8.505608,10.422299,1.996278,-12.463913,17.420299,25.197648,-6.636444,14.093891,procedural_professional,original_prompt_k7=3;no_label_prompt_k7=1;role_name_k7=3,semantic_bridge_3,1,37.560117,0.0,prior_first_loop/forceful_self_assertion=3; interactional/deception_persuasion=3,mean_heldout_across_splits
bohemian,235,39,37.808769,47.434439,9.62567,20.292577,-42.551436,2.697174,-6.445255,-10.444245,-4.409654,11.581367,-0.494493,-10.681539,10.561595,grounded_social,original_prompt_k7=3;no_label_prompt_k7=0;role_name_k7=6,semantic_bridge_2,4,37.808769,2.68412,prior_first_loop/theatrical_fantastical_vividness=2; prior_first_loop/semantic_label_dependence_risk=2; semantic_label_dependence/role_label_theatricality=2; destabilization_reactivity/reactive_opposition=2; prior_first_loop/interpersonal_lived_reactivity=2,mean_heldout_across_splits
newlywed,236,38,38.379103,43.79221,5.413107,12.36089,-3.479968,36.008991,-29.969727,-22.148142,8.427611,-10.898222,-28.224331,7.281402,-8.056264,grounded_social,original_prompt_k7=1;no_label_prompt_k7=3;role_name_k7=1,stable_anchor,1,38.379103,0.0,prior_first_loop/collectivized_or_nonindividual_agency=3; destabilization_reactivity/reactive_opposition=2,mean_heldout_across_splits
mycorrhizal,237,37,38.478911,37.340832,-1.138078,-3.047812,-31.420305,-26.64383,-9.406325,2.985293,-9.421899,-8.871074,-3.508446,-2.01758,-6.437535,mythic_spiritual,original_prompt_k7=0;no_label_prompt_k7=0;role_name_k7=4,,1,38.478911,0.0,prior_first_loop/boundary_liminal_instability=3; collective_distributed/swarm_collective_agency=3; destabilization_reactivity/volatility_liminality=3; collective_distributed/nonindividual_systemic_identity=2; prior_first_loop/collectivized_or_nonindividual_agency=3,mean_heldout_across_splits
void,238,36,38.513136,23.873923,-14.639213,-61.318842,-49.022391,-31.379616,11.645945,-16.100161,-23.611263,-6.767124,-27.466847,-24.989341,3.615558,mythic_spiritual,original_prompt_k7=4;no_label_prompt_k7=0;role_name_k7=6,stable_anchor,1,38.513136,0.0,prior_first_loop/boundary_liminal_instability=3; destabilization_reactivity/volatility_liminality=3,mean_heldout_across_splits
