model,variant,trait,factor,coefficient
Gemma,full_shrinkage,erudite,Gemma_F4,-0.06054964622371867
Gemma,full_shrinkage,erudite,Gemma_F5,-0.005159579768701342
Gemma,full_shrinkage,erudite,Gemma_F6,0.017559503648171073
Gemma,full_shrinkage,esoteric,Gemma_F1,-0.016258143883299363
Gemma,full_shrinkage,esoteric,Gemma_F2,-0.04762033783461347
Gemma,full_shrinkage,esoteric,Gemma_F3,-0.020912060565935444
Gemma,full_shrinkage,esoteric,Gemma_F4,0.0035947422121404156
Gemma,full_shrinkage,esoteric,Gemma_F5,0.0006842575986094707
Gemma,full_shrinkage,esoteric,Gemma_F6,0.015517635224194075
Gemma,full_shrinkage,essentialist,Gemma_F1,0.02988236719512483
Gemma,full_shrinkage,essentialist,Gemma_F2,0.020151633537940715
Gemma,full_shrinkage,essentialist,Gemma_F3,0.034768550843759134
Gemma,full_shrinkage,essentialist,Gemma_F4,0.09635195640917074
Gemma,full_shrinkage,essentialist,Gemma_F5,-0.07462370609141876
Gemma,full_shrinkage,essentialist,Gemma_F6,0.06147240268278545
Gemma,full_shrinkage,ethereal,Gemma_F1,0.0015319800764161356
Gemma,full_shrinkage,ethereal,Gemma_F2,-0.003392661994534622
Gemma,full_shrinkage,ethereal,Gemma_F3,2.9324358682585383e-06
Gemma,full_shrinkage,ethereal,Gemma_F4,0.023718000563335725
Gemma,full_shrinkage,ethereal,Gemma_F5,0.01329843593063861
Gemma,full_shrinkage,ethereal,Gemma_F6,-0.002910534649216019
Gemma,full_shrinkage,evil,Gemma_F1,0.06172258355928368
Gemma,full_shrinkage,evil,Gemma_F2,0.03162740920050207
Gemma,full_shrinkage,evil,Gemma_F3,-0.03326899302661921
Gemma,full_shrinkage,evil,Gemma_F4,0.031206878431108368
Gemma,full_shrinkage,evil,Gemma_F5,0.006721688541093095
Gemma,full_shrinkage,evil,Gemma_F6,0.02231547061235796
Gemma,full_shrinkage,existentialist,Gemma_F1,0.014967123784873007
Gemma,full_shrinkage,existentialist,Gemma_F2,0.019673171021828882
Gemma,full_shrinkage,existentialist,Gemma_F3,-0.022125878382202046
Gemma,full_shrinkage,existentialist,Gemma_F4,-0.012328644903530637
Gemma,full_shrinkage,existentialist,Gemma_F5,-0.05196916110879766
Gemma,full_shrinkage,existentialist,Gemma_F6,0.002384662288865517
Gemma,full_shrinkage,experiential,Gemma_F1,-0.1700971323687938
Gemma,full_shrinkage,experiential,Gemma_F2,-0.09607862598149584
Gemma,full_shrinkage,experiential,Gemma_F3,0.051686579701959855
Gemma,full_shrinkage,experiential,Gemma_F4,-0.06378919858106973
Gemma,full_shrinkage,experiential,Gemma_F5,-0.05929150425703938
Gemma,full_shrinkage,experiential,Gemma_F6,-0.014159668963402405
Gemma,full_shrinkage,exploratory,Gemma_F1,-0.06611525684482975
Gemma,full_shrinkage,exploratory,Gemma_F2,-0.001532019404414991
Gemma,full_shrinkage,exploratory,Gemma_F3,0.014718939628996557
Gemma,full_shrinkage,exploratory,Gemma_F4,-0.10340255398470573
Gemma,full_shrinkage,exploratory,Gemma_F5,-0.004449437174561616
Gemma,full_shrinkage,exploratory,Gemma_F6,-0.024226643815772313
Gemma,full_shrinkage,extroverted,Gemma_F1,-0.0007048030403639169
Gemma,full_shrinkage,extroverted,Gemma_F2,-0.00940988723965027
Gemma,full_shrinkage,extroverted,Gemma_F3,0.016993687734129452
Gemma,full_shrinkage,extroverted,Gemma_F4,-0.02021481373423697
Gemma,full_shrinkage,extroverted,Gemma_F5,-0.017754076504074304
Gemma,full_shrinkage,extroverted,Gemma_F6,0.004933686575307884
Gemma,full_shrinkage,factual,Gemma_F1,0.06899233438126436
Gemma,full_shrinkage,factual,Gemma_F2,-0.008484555188985034
Gemma,full_shrinkage,factual,Gemma_F3,-0.002999410106961927
Gemma,full_shrinkage,factual,Gemma_F4,0.01422457117671335
Gemma,full_shrinkage,factual,Gemma_F5,0.03973147804555146
Gemma,full_shrinkage,factual,Gemma_F6,-0.00936912046930158
Gemma,full_shrinkage,fatalistic,Gemma_F1,-0.01213716992533149
Gemma,full_shrinkage,fatalistic,Gemma_F2,-0.04343762053156976
Gemma,full_shrinkage,fatalistic,Gemma_F3,0.014078925482054753
Gemma,full_shrinkage,fatalistic,Gemma_F4,0.05275997770671262
Gemma,full_shrinkage,fatalistic,Gemma_F5,0.015354037927520457
Gemma,full_shrinkage,fatalistic,Gemma_F6,0.015495225769525939
Gemma,full_shrinkage,flexible,Gemma_F1,-0.03712826120665128
Gemma,full_shrinkage,flexible,Gemma_F2,-0.013429781421204797
Gemma,full_shrinkage,flexible,Gemma_F3,-0.001865359051283954
Gemma,full_shrinkage,flexible,Gemma_F4,-0.07583139274273386
Gemma,full_shrinkage,flexible,Gemma_F5,0.0025977088957444727
Gemma,full_shrinkage,flexible,Gemma_F6,-0.022722816327919903
Gemma,full_shrinkage,flippant,Gemma_F1,-0.056794779820031116
Gemma,full_shrinkage,flippant,Gemma_F2,0.007966782458838768
Gemma,full_shrinkage,flippant,Gemma_F3,0.007411800972044899
Gemma,full_shrinkage,flippant,Gemma_F4,0.009639350695204255
Gemma,full_shrinkage,flippant,Gemma_F5,-0.021804269169097654
Gemma,full_shrinkage,flippant,Gemma_F6,-0.008367407130339347
Gemma,full_shrinkage,flirty,Gemma_F1,0.024851319086928694
Gemma,full_shrinkage,flirty,Gemma_F2,0.008591111654098987
Gemma,full_shrinkage,flirty,Gemma_F3,-0.014106884319601564
Gemma,full_shrinkage,flirty,Gemma_F4,0.01967253130921047
Gemma,full_shrinkage,flirty,Gemma_F5,0.0238280271489827
Gemma,full_shrinkage,flirty,Gemma_F6,0.014764027128243479
Gemma,full_shrinkage,forgiving,Gemma_F1,0.061807553765697645
Gemma,full_shrinkage,forgiving,Gemma_F2,0.07544674259860092
Gemma,full_shrinkage,forgiving,Gemma_F3,0.00012260733269855493
Gemma,full_shrinkage,forgiving,Gemma_F4,-0.003939888393507557
Gemma,full_shrinkage,forgiving,Gemma_F5,-0.027013880496010063
Gemma,full_shrinkage,forgiving,Gemma_F6,0.014720227416624014
Gemma,full_shrinkage,formal,Gemma_F1,0.004112434949229662
Gemma,full_shrinkage,formal,Gemma_F2,-0.02301932973195481
Gemma,full_shrinkage,formal,Gemma_F3,0.007856238549679706
Gemma,full_shrinkage,formal,Gemma_F4,0.011832671442421757
Gemma,full_shrinkage,formal,Gemma_F5,-0.01955627281720355
Gemma,full_shrinkage,formal,Gemma_F6,0.0027283236077209247
Gemma,full_shrinkage,formalist,Gemma_F1,-0.0724338850290538
Gemma,full_shrinkage,formalist,Gemma_F2,-0.08752739686403614
Gemma,full_shrinkage,formalist,Gemma_F3,0.06663678957995751
Gemma,full_shrinkage,formalist,Gemma_F4,0.0822831268988764
Gemma,full_shrinkage,formalist,Gemma_F5,-0.03758902385411696
Gemma,full_shrinkage,formalist,Gemma_F6,-0.0007694363906750847
Gemma,full_shrinkage,fundamentalist,Gemma_F1,0.08332906662681365
Gemma,full_shrinkage,fundamentalist,Gemma_F2,0.07541203135864466
Gemma,full_shrinkage,fundamentalist,Gemma_F3,0.026508462136818418
Gemma,full_shrinkage,fundamentalist,Gemma_F4,0.10125469633183219
Gemma,full_shrinkage,fundamentalist,Gemma_F5,-0.0475207670716126
Gemma,full_shrinkage,fundamentalist,Gemma_F6,0.06382860784129814
Gemma,full_shrinkage,futuristic,Gemma_F1,0.21203344821220332
Gemma,full_shrinkage,futuristic,Gemma_F2,0.2150865644875017
Gemma,full_shrinkage,futuristic,Gemma_F3,-0.016029601983344105
Gemma,full_shrinkage,futuristic,Gemma_F4,0.10759253632202329
Gemma,full_shrinkage,futuristic,Gemma_F5,-0.012804237207690585
Gemma,full_shrinkage,futuristic,Gemma_F6,0.004767014622584148
Gemma,full_shrinkage,generalist,Gemma_F1,-0.025973323552408674
Gemma,full_shrinkage,generalist,Gemma_F2,-0.014882937611249371
Gemma,full_shrinkage,generalist,Gemma_F3,0.01610750047574738
Gemma,full_shrinkage,generalist,Gemma_F4,0.08839351381806439
Gemma,full_shrinkage,generalist,Gemma_F5,-0.026705207412455318
Gemma,full_shrinkage,generalist,Gemma_F6,0.0015861743988008841
Gemma,full_shrinkage,generous,Gemma_F1,-0.1130129105656366
Gemma,full_shrinkage,generous,Gemma_F2,0.00568460846548256
Gemma,full_shrinkage,generous,Gemma_F3,0.04789956038773865
Gemma,full_shrinkage,generous,Gemma_F4,-0.07238897546849525
Gemma,full_shrinkage,generous,Gemma_F5,-0.06287976980257634
Gemma,full_shrinkage,generous,Gemma_F6,-0.021936862058232393
Gemma,full_shrinkage,goofy,Gemma_F1,-0.07929008184817092
Gemma,full_shrinkage,goofy,Gemma_F2,-0.012892066109625126
Gemma,full_shrinkage,goofy,Gemma_F3,0.05009994874949287
Gemma,full_shrinkage,goofy,Gemma_F4,0.023825750636576094
Gemma,full_shrinkage,goofy,Gemma_F5,-0.030877783410134987
Gemma,full_shrinkage,goofy,Gemma_F6,0.0020193417297170346
Gemma,full_shrinkage,grandiose,Gemma_F1,-0.040522132825534296
Gemma,full_shrinkage,grandiose,Gemma_F2,-0.06533901085101952
Gemma,full_shrinkage,grandiose,Gemma_F3,-0.02084939377954192
Gemma,full_shrinkage,grandiose,Gemma_F4,-0.017498358761221106
Gemma,full_shrinkage,grandiose,Gemma_F5,0.01062571786168126
Gemma,full_shrinkage,grandiose,Gemma_F6,0.009696580161632178
Gemma,full_shrinkage,gregarious,Gemma_F1,-0.06357995907166866
Gemma,full_shrinkage,gregarious,Gemma_F2,-0.010017571192006473
Gemma,full_shrinkage,gregarious,Gemma_F3,0.022457457528101712
Gemma,full_shrinkage,gregarious,Gemma_F4,-0.05561917176873984
Gemma,full_shrinkage,gregarious,Gemma_F5,0.021160500175505616
Gemma,full_shrinkage,gregarious,Gemma_F6,-0.011222448920661923
Gemma,full_shrinkage,grounded,Gemma_F1,-0.02576640875027998
Gemma,full_shrinkage,grounded,Gemma_F2,0.03617275383818589
Gemma,full_shrinkage,grounded,Gemma_F3,0.015540346082074646
Gemma,full_shrinkage,grounded,Gemma_F4,-0.010240511280415032
Gemma,full_shrinkage,grounded,Gemma_F5,-0.028546929486790034
Gemma,full_shrinkage,grounded,Gemma_F6,-0.0363645479638674
Gemma,full_shrinkage,hedonistic,Gemma_F1,-0.07994372723906057
Gemma,full_shrinkage,hedonistic,Gemma_F2,0.006499564613428835
Gemma,full_shrinkage,hedonistic,Gemma_F3,0.004073113449160998
Gemma,full_shrinkage,hedonistic,Gemma_F4,-0.020105661108394516
Gemma,full_shrinkage,hedonistic,Gemma_F5,-0.042213665912123534
Gemma,full_shrinkage,hedonistic,Gemma_F6,-0.028245298713385478
Gemma,full_shrinkage,historical,Gemma_F1,-0.013186737304803806
Gemma,full_shrinkage,historical,Gemma_F2,0.01939365692430552
Gemma,full_shrinkage,historical,Gemma_F3,0.03177067294201417
Gemma,full_shrinkage,historical,Gemma_F4,-0.01621058575813174
Gemma,full_shrinkage,historical,Gemma_F5,-0.03873016906221834
Gemma,full_shrinkage,historical,Gemma_F6,0.01581800691497446
Gemma,full_shrinkage,holistic,Gemma_F1,-0.06863352263875817
Gemma,full_shrinkage,holistic,Gemma_F2,-0.012718462746056963
Gemma,full_shrinkage,holistic,Gemma_F3,0.014877926848408527
Gemma,full_shrinkage,holistic,Gemma_F4,-0.11905524522227363
Gemma,full_shrinkage,holistic,Gemma_F5,-0.0299164418995745
Gemma,full_shrinkage,holistic,Gemma_F6,-0.011604636055159786
Gemma,full_shrinkage,hostile,Gemma_F1,-0.01951002558263367
Gemma,full_shrinkage,hostile,Gemma_F2,0.011262590154500046
Gemma,full_shrinkage,hostile,Gemma_F3,-0.01290268334799891
Gemma,full_shrinkage,hostile,Gemma_F4,-0.012788714952114606
Gemma,full_shrinkage,hostile,Gemma_F5,-0.010638769652601777
Gemma,full_shrinkage,hostile,Gemma_F6,-0.0004674679887355224
Gemma,full_shrinkage,humanistic,Gemma_F1,0.057859464953262406
Gemma,full_shrinkage,humanistic,Gemma_F2,0.05167118013359151
Gemma,full_shrinkage,humanistic,Gemma_F3,-0.0016228598535131058
Gemma,full_shrinkage,humanistic,Gemma_F4,-0.032215742668341256
Gemma,full_shrinkage,humanistic,Gemma_F5,-0.012089380514923793
Gemma,full_shrinkage,humanistic,Gemma_F6,0.030932109810635315
Gemma,full_shrinkage,humble,Gemma_F1,0.08654919787026791
Gemma,full_shrinkage,humble,Gemma_F2,-0.08576506140367057
Gemma,full_shrinkage,humble,Gemma_F3,-0.04714700081645974
Gemma,full_shrinkage,humble,Gemma_F4,0.03707689215606358
Gemma,full_shrinkage,humble,Gemma_F5,0.17290998037809988
Gemma,full_shrinkage,humble,Gemma_F6,0.00030683259892050905
Gemma,full_shrinkage,iconoclastic,Gemma_F1,0.03163935887910925
Gemma,full_shrinkage,iconoclastic,Gemma_F2,0.011831891589726943
Gemma,full_shrinkage,iconoclastic,Gemma_F3,-0.08200452325363926
Gemma,full_shrinkage,iconoclastic,Gemma_F4,-0.037179018856130716
Gemma,full_shrinkage,iconoclastic,Gemma_F5,0.010761991712607331
Gemma,full_shrinkage,iconoclastic,Gemma_F6,-0.007907947553003213
Gemma,full_shrinkage,idealistic,Gemma_F1,0.009507715824695928
Gemma,full_shrinkage,idealistic,Gemma_F2,0.006945335725318508
Gemma,full_shrinkage,idealistic,Gemma_F3,-0.010959518318109854
Gemma,full_shrinkage,idealistic,Gemma_F4,-0.059340692937261734
Gemma,full_shrinkage,idealistic,Gemma_F5,-0.006511524637892181
Gemma,full_shrinkage,idealistic,Gemma_F6,0.032365914683257044
Gemma,full_shrinkage,impatient,Gemma_F1,0.07037418484181648
Gemma,full_shrinkage,impatient,Gemma_F2,0.0736191742217961
Gemma,full_shrinkage,impatient,Gemma_F3,-0.0485340987284797
Gemma,full_shrinkage,impatient,Gemma_F4,0.049046596232026694
Gemma,full_shrinkage,impatient,Gemma_F5,0.013662988588154757
Gemma,full_shrinkage,impatient,Gemma_F6,-0.011686716885407159
Gemma,full_shrinkage,improvisational,Gemma_F1,0.009784088319488418
Gemma,full_shrinkage,improvisational,Gemma_F2,-0.06348443027313048
Gemma,full_shrinkage,improvisational,Gemma_F3,-0.02887274691536013
Gemma,full_shrinkage,improvisational,Gemma_F4,0.019697422425376476
Gemma,full_shrinkage,improvisational,Gemma_F5,0.1560144522151379
Gemma,full_shrinkage,improvisational,Gemma_F6,0.011463231163851176
Gemma,full_shrinkage,impulsive,Gemma_F1,0.015439200717396368
Gemma,full_shrinkage,impulsive,Gemma_F2,0.0012742760852474235
Gemma,full_shrinkage,impulsive,Gemma_F3,-0.005771132564514867
Gemma,full_shrinkage,impulsive,Gemma_F4,0.05080565737288473
Gemma,full_shrinkage,impulsive,Gemma_F5,0.01770510973131585
Gemma,full_shrinkage,impulsive,Gemma_F6,0.0018586614770554962
Gemma,full_shrinkage,inclusive,Gemma_F1,0.09346150794132055
Gemma,full_shrinkage,inclusive,Gemma_F2,-0.013559719242421345
Gemma,full_shrinkage,inclusive,Gemma_F3,-0.061940583557806725
Gemma,full_shrinkage,inclusive,Gemma_F4,-0.08714060996410876
Gemma,full_shrinkage,inclusive,Gemma_F5,0.0964291204953694
Gemma,full_shrinkage,inclusive,Gemma_F6,0.0006917179800096606
Gemma,full_shrinkage,independent,Gemma_F1,-0.009678988401669392
Gemma,full_shrinkage,independent,Gemma_F2,0.03281565258376453
Gemma,full_shrinkage,independent,Gemma_F3,-0.012218213998886606
Gemma,full_shrinkage,independent,Gemma_F4,-0.00025706815174300217
Gemma,full_shrinkage,independent,Gemma_F5,-0.0036701559984711482
Gemma,full_shrinkage,independent,Gemma_F6,-0.016783692642020353
Gemma,full_shrinkage,individualistic,Gemma_F1,0.05171640089095717
Gemma,full_shrinkage,individualistic,Gemma_F2,-0.06112895880825226
Gemma,full_shrinkage,individualistic,Gemma_F3,-0.05936449835513608
Gemma,full_shrinkage,individualistic,Gemma_F4,0.03374724733254706
Gemma,full_shrinkage,individualistic,Gemma_F5,0.08615487988499328
Gemma,full_shrinkage,individualistic,Gemma_F6,0.003415980870924079
Gemma,full_shrinkage,innovative,Gemma_F1,-0.05926278513874447
Gemma,full_shrinkage,innovative,Gemma_F2,-0.07136190258860997
Gemma,full_shrinkage,innovative,Gemma_F3,-0.031814839141558846
Gemma,full_shrinkage,innovative,Gemma_F4,-0.06739710128440138
Gemma,full_shrinkage,innovative,Gemma_F5,0.03330711606896439
Gemma,full_shrinkage,innovative,Gemma_F6,-0.02599453141411977
Gemma,full_shrinkage,inquisitive,Gemma_F1,-0.011837287568102822
Gemma,full_shrinkage,inquisitive,Gemma_F2,-0.043330265597130456
Gemma,full_shrinkage,inquisitive,Gemma_F3,0.002910845016284951
Gemma,full_shrinkage,inquisitive,Gemma_F4,0.01695340400666966
Gemma,full_shrinkage,inquisitive,Gemma_F5,0.06567506956150371
Gemma,full_shrinkage,inquisitive,Gemma_F6,7.237167879857842e-05
Gemma,full_shrinkage,inspirational,Gemma_F1,0.07423882027203445
Gemma,full_shrinkage,inspirational,Gemma_F2,0.012655637404047671
Gemma,full_shrinkage,inspirational,Gemma_F3,-0.06207190670501983
Gemma,full_shrinkage,inspirational,Gemma_F4,0.0661493692846456
Gemma,full_shrinkage,inspirational,Gemma_F5,0.05049245509077325
Gemma,full_shrinkage,inspirational,Gemma_F6,-0.011465880502687351
Gemma,full_shrinkage,interdisciplinary,Gemma_F1,-0.03409026227094823
Gemma,full_shrinkage,interdisciplinary,Gemma_F2,-0.015727777473999442
Gemma,full_shrinkage,interdisciplinary,Gemma_F3,0.05789979048700202
Gemma,full_shrinkage,interdisciplinary,Gemma_F4,0.03580965811695715
Gemma,full_shrinkage,interdisciplinary,Gemma_F5,-0.01462937252438417
Gemma,full_shrinkage,interdisciplinary,Gemma_F6,0.006540269508112813
Gemma,full_shrinkage,introspective,Gemma_F1,-0.020320218057482776
Gemma,full_shrinkage,introspective,Gemma_F2,0.14256367660907673
Gemma,full_shrinkage,introspective,Gemma_F3,0.039707628089687454
Gemma,full_shrinkage,introspective,Gemma_F4,-0.0445213767213113
Gemma,full_shrinkage,introspective,Gemma_F5,-0.20920972265839025
Gemma,full_shrinkage,introspective,Gemma_F6,-0.0005790691082987315
Gemma,full_shrinkage,introverted,Gemma_F1,0.0585374895690897
Gemma,full_shrinkage,introverted,Gemma_F2,-0.0390283663398013
Gemma,full_shrinkage,introverted,Gemma_F3,-0.008343484762032912
Gemma,full_shrinkage,introverted,Gemma_F4,0.028481540375402667
Gemma,full_shrinkage,introverted,Gemma_F5,0.017147230957065152
Gemma,full_shrinkage,introverted,Gemma_F6,0.027766756449304836
Gemma,full_shrinkage,intuitive,Gemma_F1,-0.02409532718886324
Gemma,full_shrinkage,intuitive,Gemma_F2,0.09534735923915943
Gemma,full_shrinkage,intuitive,Gemma_F3,0.007252226517451326
Gemma,full_shrinkage,intuitive,Gemma_F4,-0.09111227622048741
Gemma,full_shrinkage,intuitive,Gemma_F5,-0.08501764325219706
Gemma,full_shrinkage,intuitive,Gemma_F6,0.003934550164679166
Gemma,full_shrinkage,ironic,Gemma_F1,-0.05665855418469255
Gemma,full_shrinkage,ironic,Gemma_F2,0.007296776843967223
Gemma,full_shrinkage,ironic,Gemma_F3,0.02494323208412361
Gemma,full_shrinkage,ironic,Gemma_F4,0.008751909003762465
Gemma,full_shrinkage,ironic,Gemma_F5,-0.032786960552898876
Gemma,full_shrinkage,ironic,Gemma_F6,-0.0035935109674784054
Gemma,full_shrinkage,irreverent,Gemma_F1,-0.03352594972580875
Gemma,full_shrinkage,irreverent,Gemma_F2,-0.0015687598887256335
Gemma,full_shrinkage,irreverent,Gemma_F3,-0.012942571746600915
Gemma,full_shrinkage,irreverent,Gemma_F4,0.003977089068396908
Gemma,full_shrinkage,irreverent,Gemma_F5,0.0038230551845352574
Gemma,full_shrinkage,irreverent,Gemma_F6,-0.010947359140340375
Gemma,full_shrinkage,judgmental,Gemma_F1,0.003033813473938354
Gemma,full_shrinkage,judgmental,Gemma_F2,0.0022605384594760886
Gemma,full_shrinkage,judgmental,Gemma_F3,-0.01207674298380387
Gemma,full_shrinkage,judgmental,Gemma_F4,-0.004692369437397976
Gemma,full_shrinkage,judgmental,Gemma_F5,0.0036526811433576505
Gemma,full_shrinkage,judgmental,Gemma_F6,0.006529060486816903
Gemma,full_shrinkage,libertarian,Gemma_F1,0.10281152672045857
Gemma,full_shrinkage,libertarian,Gemma_F2,0.07032855083346631
Gemma,full_shrinkage,libertarian,Gemma_F3,-0.040274786470754095
Gemma,full_shrinkage,libertarian,Gemma_F4,0.032519757454200326
Gemma,full_shrinkage,libertarian,Gemma_F5,0.0058848651307867655
Gemma,full_shrinkage,libertarian,Gemma_F6,0.020671885488556776
Gemma,full_shrinkage,literal,Gemma_F1,0.024438850333131878
Gemma,full_shrinkage,literal,Gemma_F2,-0.005059231968037585
Gemma,full_shrinkage,literal,Gemma_F3,-0.019081997156154773
Gemma,full_shrinkage,literal,Gemma_F4,-0.042641225890828666
Gemma,full_shrinkage,literal,Gemma_F5,0.06874855547054144
Gemma,full_shrinkage,literal,Gemma_F6,0.01629012555692118
Gemma,full_shrinkage,manic,Gemma_F1,-0.10887587700784415
Gemma,full_shrinkage,manic,Gemma_F2,-0.0033046131635448353
Gemma,full_shrinkage,manic,Gemma_F3,0.025836838989407356
Gemma,full_shrinkage,manic,Gemma_F4,-0.03344856367190825
Gemma,full_shrinkage,manic,Gemma_F5,-0.035640770920421394
Gemma,full_shrinkage,manic,Gemma_F6,-0.012595469324357683
Gemma,full_shrinkage,manipulative,Gemma_F1,0.03880296856094189
Gemma,full_shrinkage,manipulative,Gemma_F2,-0.0033400337632534987
Gemma,full_shrinkage,manipulative,Gemma_F3,-0.043186990076385705
Gemma,full_shrinkage,manipulative,Gemma_F4,0.01046816185004078
Gemma,full_shrinkage,manipulative,Gemma_F5,0.043327987543107856
Gemma,full_shrinkage,manipulative,Gemma_F6,0.010275826541982043
Gemma,full_shrinkage,materialist,Gemma_F1,-0.1057264847615341
Gemma,full_shrinkage,materialist,Gemma_F2,-0.06532884165546374
Gemma,full_shrinkage,materialist,Gemma_F3,0.020885966600833764
Gemma,full_shrinkage,materialist,Gemma_F4,0.03188061941139425
Gemma,full_shrinkage,materialist,Gemma_F5,-0.028055228515694964
Gemma,full_shrinkage,materialist,Gemma_F6,-0.02480143194412775
Gemma,full_shrinkage,meditative,Gemma_F1,-0.006423296553355972
Gemma,full_shrinkage,meditative,Gemma_F2,-0.039272929315446
Gemma,full_shrinkage,meditative,Gemma_F3,0.03511721981581044
Gemma,full_shrinkage,meditative,Gemma_F4,-0.0012040726737854949
Gemma,full_shrinkage,meditative,Gemma_F5,0.01639945765223542
Gemma,full_shrinkage,meditative,Gemma_F6,0.023007313771957246
Gemma,full_shrinkage,melancholic,Gemma_F1,0.04253939023975515
Gemma,full_shrinkage,melancholic,Gemma_F2,0.04904423460075813
Gemma,full_shrinkage,melancholic,Gemma_F3,-0.017378366007126472
Gemma,full_shrinkage,melancholic,Gemma_F4,0.006471708044754865
Gemma,full_shrinkage,melancholic,Gemma_F5,-0.014983229138413217
Gemma,full_shrinkage,melancholic,Gemma_F6,-0.01852787502201829
Gemma,full_shrinkage,melodramatic,Gemma_F1,0.0010940705481873553
Gemma,full_shrinkage,melodramatic,Gemma_F2,0.016406948022947218
Gemma,full_shrinkage,melodramatic,Gemma_F3,-0.011301456534860662
Gemma,full_shrinkage,melodramatic,Gemma_F4,-0.008566445572050784
Gemma,full_shrinkage,melodramatic,Gemma_F5,-0.011602705139850148
Gemma,full_shrinkage,melodramatic,Gemma_F6,0.008852440522194863
Gemma,full_shrinkage,mercurial,Gemma_F1,-0.07839102519942481
Gemma,full_shrinkage,mercurial,Gemma_F2,-0.024213875728294677
Gemma,full_shrinkage,mercurial,Gemma_F3,0.013203099409700353
Gemma,full_shrinkage,mercurial,Gemma_F4,0.02923821030080554
Gemma,full_shrinkage,mercurial,Gemma_F5,0.009180314067073973
Gemma,full_shrinkage,mercurial,Gemma_F6,0.0054661607338750105
Gemma,full_shrinkage,metaphorical,Gemma_F1,-0.0752295289584225
Gemma,full_shrinkage,metaphorical,Gemma_F2,-0.0351251733435769
Gemma,full_shrinkage,metaphorical,Gemma_F3,0.041097883046787215
Gemma,full_shrinkage,metaphorical,Gemma_F4,-0.000692793001673976
Gemma,full_shrinkage,metaphorical,Gemma_F5,-0.005366761315197353
Gemma,full_shrinkage,metaphorical,Gemma_F6,0.007289434296084432
Gemma,full_shrinkage,methodical,Gemma_F1,0.007717499374503948
Gemma,full_shrinkage,methodical,Gemma_F2,-0.02184709651150604
Gemma,full_shrinkage,methodical,Gemma_F3,-0.0040789748654833655
Gemma,full_shrinkage,methodical,Gemma_F4,-0.02112618710185367
Gemma,full_shrinkage,methodical,Gemma_F5,-0.013673364068754933
Gemma,full_shrinkage,methodical,Gemma_F6,-0.016171738525180876
Gemma,full_shrinkage,meticulous,Gemma_F1,-0.07715818478981878
Gemma,full_shrinkage,meticulous,Gemma_F2,-0.08394505287318202
Gemma,full_shrinkage,meticulous,Gemma_F3,0.03041063679957945
Gemma,full_shrinkage,meticulous,Gemma_F4,-0.032977245999819355
Gemma,full_shrinkage,meticulous,Gemma_F5,-0.023166081999139203
Gemma,full_shrinkage,meticulous,Gemma_F6,-0.010383766809923506
Gemma,full_shrinkage,militant,Gemma_F1,0.11128585966008538
Gemma,full_shrinkage,militant,Gemma_F2,0.07568564546113066
Gemma,full_shrinkage,militant,Gemma_F3,-0.06696631952317506
Gemma,full_shrinkage,militant,Gemma_F4,-0.014703960275357367
Gemma,full_shrinkage,militant,Gemma_F5,-0.012781839513172242
Gemma,full_shrinkage,militant,Gemma_F6,0.02121266439307509
Gemma,full_shrinkage,misanthropic,Gemma_F1,0.025293890998947743
Gemma,full_shrinkage,misanthropic,Gemma_F2,0.0004992804013501948
Gemma,full_shrinkage,misanthropic,Gemma_F3,-0.022799350112926147
Gemma,full_shrinkage,misanthropic,Gemma_F4,0.007866327889235636
Gemma,full_shrinkage,misanthropic,Gemma_F5,0.012370956399866517
Gemma,full_shrinkage,misanthropic,Gemma_F6,0.01380896609096162
Gemma,full_shrinkage,mischievous,Gemma_F1,-0.041039506771889896
Gemma,full_shrinkage,mischievous,Gemma_F2,-0.0028930782690325335
Gemma,full_shrinkage,mischievous,Gemma_F3,0.023257556352503327
Gemma,full_shrinkage,mischievous,Gemma_F4,0.02995309327390264
Gemma,full_shrinkage,mischievous,Gemma_F5,-0.021752419701897296
Gemma,full_shrinkage,mischievous,Gemma_F6,0.009901566559588446
Gemma,full_shrinkage,moderate,Gemma_F1,-0.03281182859328903
Gemma,full_shrinkage,moderate,Gemma_F2,-0.0459501145717879
Gemma,full_shrinkage,moderate,Gemma_F3,0.044107710499425745
Gemma,full_shrinkage,moderate,Gemma_F4,0.014714015062813538
Gemma,full_shrinkage,moderate,Gemma_F5,0.016621000002087254
Gemma,full_shrinkage,moderate,Gemma_F6,-0.02071244761445843
Gemma,full_shrinkage,mystical,Gemma_F1,-0.0033359223178140956
Gemma,full_shrinkage,mystical,Gemma_F2,0.002922933347068493
Gemma,full_shrinkage,mystical,Gemma_F3,0.01842056985728292
Gemma,full_shrinkage,mystical,Gemma_F4,0.00977122405339436
Gemma,full_shrinkage,mystical,Gemma_F5,0.007075765666966597
Gemma,full_shrinkage,mystical,Gemma_F6,0.019450810660604344
Gemma,full_shrinkage,naive,Gemma_F1,0.003126674401234201
Gemma,full_shrinkage,naive,Gemma_F2,-0.046822023737937556
Gemma,full_shrinkage,naive,Gemma_F3,-0.04269885758071001
Gemma,full_shrinkage,naive,Gemma_F4,-0.08659145866142233
