model,construction,domain,sensitivity_type,omitted,omitted_polarity,direction_cosine_to_full,role_score_pearson_to_full,role_score_spearman_to_full
llama,external_taxonomy_expanded,agreeableness,leave_one_trait_out,callous,negative,0.999785140866436,0.999931271705377,0.9998038140849947
llama,external_taxonomy_expanded,agreeableness,leave_one_trait_out,collaborative,positive,0.9990331265103793,0.9999030541821089,0.9996803323620208
llama,external_taxonomy_expanded,agreeableness,leave_one_trait_out,competitive,negative,0.9996297407222077,0.9999373888758847,0.9998932517815413
llama,external_taxonomy_expanded,agreeableness,leave_one_trait_out,conciliatory,positive,0.9996233890757623,0.9998817577199641,0.9995637748478117
llama,external_taxonomy_expanded,agreeableness,leave_one_trait_out,condescending,negative,0.9996431844193553,0.9999524416000548,0.9999128703730419
llama,external_taxonomy_expanded,agreeableness,leave_one_trait_out,confrontational,negative,0.9995426710506277,0.999886110348956,0.9996861025359915
llama,external_taxonomy_expanded,agreeableness,leave_one_trait_out,cruel,negative,0.999867290378929,0.9999698581740942,0.9999076772164681
llama,external_taxonomy_expanded,agreeableness,leave_one_trait_out,cynical,negative,0.9997377433108537,0.9999546917385573,0.9998713251204525
llama,external_taxonomy_expanded,agreeableness,leave_one_trait_out,diplomatic,positive,0.9995690408343901,0.9997669118461029,0.9991460142523296
llama,external_taxonomy_expanded,agreeableness,leave_one_trait_out,elitist,negative,0.9996146494770115,0.9998444577730953,0.9997414962061105
llama,external_taxonomy_expanded,agreeableness,leave_one_trait_out,empathetic,positive,0.9991312194841773,0.9994899937906434,0.9987346008482156
llama,external_taxonomy_expanded,agreeableness,leave_one_trait_out,evil,negative,0.9997021415750056,0.9999573801586707,0.999868440033467
llama,external_taxonomy_expanded,agreeableness,leave_one_trait_out,forgiving,positive,0.9994733321339548,0.9999003116580012,0.9997189925276249
llama,external_taxonomy_expanded,agreeableness,leave_one_trait_out,grandiose,negative,0.9995080604845258,0.9994172691088462,0.9989907965725165
llama,external_taxonomy_expanded,agreeableness,leave_one_trait_out,hostile,negative,0.9997917244295647,0.9998900275907201,0.9997570756758317
llama,external_taxonomy_expanded,agreeableness,leave_one_trait_out,humble,positive,0.9989084170099684,0.9997145554880993,0.9993924006808806
llama,external_taxonomy_expanded,agreeableness,leave_one_trait_out,judgmental,negative,0.9998468824413034,0.9999203517605385,0.9997639998845965
llama,external_taxonomy_expanded,agreeableness,leave_one_trait_out,manipulative,negative,0.9996342063882405,0.9998324850864274,0.9995176134560458
llama,external_taxonomy_expanded,agreeableness,leave_one_trait_out,militant,negative,0.9996948775022979,0.9999356478186168,0.9998580537203197
llama,external_taxonomy_expanded,agreeableness,leave_one_trait_out,misanthropic,negative,0.9997733454041754,0.9999375147252227,0.9998286258330689
llama,external_taxonomy_expanded,agreeableness,leave_one_trait_out,nurturing,positive,0.9996132764414418,0.9999191492205003,0.9998580537203197
llama,external_taxonomy_expanded,agreeableness,leave_one_trait_out,pacifist,positive,0.9989692187389726,0.9996968490136292,0.9992544935229798
llama,external_taxonomy_expanded,agreeableness,leave_one_trait_out,paranoid,negative,0.9996063655235203,0.9999536568438178,0.9998615158247022
llama,external_taxonomy_expanded,agreeableness,leave_one_trait_out,passive_aggressive,negative,0.9996000263733662,0.9999164925938644,0.9998170854851274
llama,external_taxonomy_expanded,agreeableness,leave_one_trait_out,patient,positive,0.9993098690011961,0.9998525803818998,0.9996249386919016
llama,external_taxonomy_expanded,agreeableness,leave_one_trait_out,supportive,positive,0.9994977843206345,0.9998494684359118,0.9997438042756989
llama,external_taxonomy_expanded,agreeableness,leave_one_trait_out,tactful,positive,0.9997024451325484,0.9999065914225671,0.9997409191887136
llama,external_taxonomy_expanded,agreeableness,leave_one_trait_out,vindictive,negative,0.9994656184074986,0.9999375364605918,0.9998055451371859
llama,external_taxonomy_expanded,agreeableness,leave_one_facet_out,A1,mixed,0.9981822499833448,0.9997605761728217,0.9996930267447564
llama,external_taxonomy_expanded,agreeableness,leave_one_facet_out,A2,mixed,0.9990723211002518,0.9996414285436299,0.9991131242606967
llama,external_taxonomy_expanded,agreeableness,leave_one_facet_out,A3,mixed,0.9985019398897951,0.9998503899508139,0.9996549435965494
llama,external_taxonomy_expanded,agreeableness,leave_one_facet_out,A4,mixed,0.9658795781165681,0.9903761034673735,0.9869132454343498
llama,external_taxonomy_expanded,agreeableness,leave_one_facet_out,A5,mixed,0.9925289760066005,0.9954817298618277,0.9939343931219526
llama,external_taxonomy_expanded,agreeableness,leave_one_facet_out,A6,mixed,0.9938739302471243,0.9982962655354941,0.997599030610773
llama,external_taxonomy_expanded,agreeableness,positive_only_vs_bipolar,all_negative_traits,negative,0.9444845820212799,0.9669642439296193,0.9255399440293125
llama,external_taxonomy_expanded,neuroticism,leave_one_trait_out,anxious,positive,0.9976267816845374,0.9988102301142888,0.9980035198061222
llama,external_taxonomy_expanded,neuroticism,leave_one_trait_out,calm,negative,0.9982813722476197,0.999412762992247,0.9980456420761087
llama,external_taxonomy_expanded,neuroticism,leave_one_trait_out,chill,negative,0.9916007275271971,0.9957085588890188,0.9941011511497073
llama,external_taxonomy_expanded,neuroticism,leave_one_trait_out,melancholic,positive,0.995683953965433,0.9974055983996358,0.9960987853783791
llama,external_taxonomy_expanded,neuroticism,leave_one_trait_out,mercurial,positive,0.9963949848192694,0.9990191706591066,0.99694873200427
llama,external_taxonomy_expanded,neuroticism,leave_one_trait_out,neurotic,positive,0.9983035032390648,0.9989833907514628,0.998645740169066
llama,external_taxonomy_expanded,neuroticism,leave_one_trait_out,pessimistic,positive,0.9963333380115982,0.9992625094299075,0.9986041949164769
llama,external_taxonomy_expanded,neuroticism,leave_one_trait_out,resilient,negative,0.994384439920168,0.9993041409161522,0.9987138282219208
llama,external_taxonomy_expanded,neuroticism,leave_one_trait_out,serene,negative,0.9958659071940351,0.9968427349994525,0.9936089553100027
llama,external_taxonomy_expanded,neuroticism,leave_one_trait_out,stoic,negative,0.9913569718364035,0.9957100362186209,0.9907648365598223
llama,external_taxonomy_expanded,neuroticism,leave_one_trait_out,temperamental,positive,0.9969075357520152,0.9994948718499079,0.9989763711375899
llama,external_taxonomy_expanded,neuroticism,leave_one_facet_out,N1,mixed,0.9816593984882621,0.9966064825321547,0.99509073598569
llama,external_taxonomy_expanded,neuroticism,leave_one_facet_out,N2,mixed,0.9969075357520152,0.9994948718499079,0.9989763711375899
llama,external_taxonomy_expanded,neuroticism,leave_one_facet_out,N3,mixed,0.978897566030571,0.9864361462898408,0.9765586682438476
llama,external_taxonomy_expanded,neuroticism,leave_one_facet_out,N6,mixed,0.9614675148510237,0.9716361186873665,0.967371397247627
llama,external_taxonomy_expanded,neuroticism,positive_only_vs_bipolar,all_negative_traits,negative,0.9589718156637136,0.9785546615615599,0.9726262946827848
llama,historical_hand_predeclared,openness,leave_one_trait_out,curious,positive,0.9977843452663738,0.997549268141671,0.9976209572718618
llama,historical_hand_predeclared,openness,leave_one_trait_out,creative,positive,0.9987483721615141,0.9995686150681561,0.9995026110037217
llama,historical_hand_predeclared,openness,leave_one_trait_out,exploratory,positive,0.9973503249975063,0.9985284808959234,0.9986278526297567
llama,historical_hand_predeclared,openness,leave_one_trait_out,abstract,positive,0.9980181049266978,0.9992336908912517,0.9989636767548541
llama,historical_hand_predeclared,openness,leave_one_trait_out,conceptual,positive,0.9978480063076001,0.999231667478114,0.998961945702663
llama,historical_hand_predeclared,openness,leave_one_trait_out,philosophical,positive,0.9991257371211293,0.9995434670767123,0.999403364011425
llama,historical_hand_predeclared,openness,leave_one_trait_out,poetic,positive,0.9978494934641762,0.9975612021043038,0.9981691237990826
llama,historical_hand_predeclared,openness,leave_one_trait_out,speculative,positive,0.9989685208092685,0.9997516507734724,0.9996774472750353
llama,historical_hand_predeclared,openness,leave_one_trait_out,open_ended,positive,0.9971967518687104,0.9989798221707528,0.9987848013617612
llama,historical_hand_predeclared,openness,leave_one_trait_out,iconoclastic,positive,0.9971718053728182,0.9967657449781061,0.9967196560976316
llama,historical_hand_predeclared,openness,leave_one_trait_out,adventurous,positive,0.9975604329270764,0.9989849908572089,0.9988886644932345
llama,historical_hand_predeclared,openness,leave_one_trait_out,literal,negative,0.9923775396587053,0.9940597414315533,0.9959943452295087
llama,historical_hand_predeclared,openness,leave_one_trait_out,practical,negative,0.9916384417780275,0.9941076300818183,0.9933700701076139
llama,historical_hand_predeclared,openness,leave_one_trait_out,traditional,negative,0.9928058776454622,0.997375791361415,0.9971454949366723
llama,historical_hand_predeclared,openness,leave_one_trait_out,cautious,negative,0.9917927340260406,0.9975978693745983,0.9975378667666831
llama,historical_hand_predeclared,openness,leave_one_trait_out,convergent,negative,0.9952627190330219,0.9993156308189827,0.9990196474423704
llama,historical_hand_predeclared,openness,leave_one_trait_out,closure_seeking,negative,0.9925500794272307,0.9986488948681577,0.9983329967398519
llama,historical_hand_predeclared,openness,leave_one_trait_out,formalist,negative,0.9930921026134287,0.9902135388860104,0.9899691295692566
llama,historical_hand_predeclared,openness,positive_only_vs_bipolar,all_negative_traits,negative,0.9645168517192095,0.9737024467410523,0.9728957618072186
llama,historical_hand_predeclared,conscientiousness,leave_one_trait_out,conscientious,positive,0.9966384528825678,0.9990424172092511,0.9996364790398431
llama,historical_hand_predeclared,conscientiousness,leave_one_trait_out,methodical,positive,0.9986683916944155,0.9998785313136285,0.9998170854851274
llama,historical_hand_predeclared,conscientiousness,leave_one_trait_out,meticulous,positive,0.9970580045048931,0.9987758313258748,0.9989204004500737
llama,historical_hand_predeclared,conscientiousness,leave_one_trait_out,efficient,positive,0.9942028149672615,0.9991643187961765,0.9993548945500709
llama,historical_hand_predeclared,conscientiousness,leave_one_trait_out,regulatory,positive,0.9947286715220937,0.9992882321785018,0.9991367819739765
llama,historical_hand_predeclared,conscientiousness,leave_one_trait_out,principled,positive,0.994679890901285,0.9991062274169615,0.9992977698277604
llama,historical_hand_predeclared,conscientiousness,leave_one_trait_out,data_driven,positive,0.9950701298779083,0.9988158565603267,0.998923285537059
llama,historical_hand_predeclared,conscientiousness,leave_one_trait_out,problem_solving,positive,0.9954105550552299,0.9994257704418471,0.9993352759585703
llama,historical_hand_predeclared,conscientiousness,leave_one_trait_out,disorganized,negative,0.9967393179512359,0.9989765155519966,0.9996001269438275
llama,historical_hand_predeclared,conscientiousness,leave_one_trait_out,impulsive,negative,0.9955469903589426,0.9985568947087913,0.9989146302761028
llama,historical_hand_predeclared,conscientiousness,leave_one_trait_out,chaotic,negative,0.9936341247887799,0.9982432334074215,0.9984507082888551
llama,historical_hand_predeclared,conscientiousness,leave_one_trait_out,spontaneous,negative,0.9964288526496528,0.9977887050888734,0.9985788061510055
llama,historical_hand_predeclared,conscientiousness,leave_one_trait_out,flippant,negative,0.9960550773907767,0.998569732176288,0.9993860534895126
llama,historical_hand_predeclared,conscientiousness,leave_one_trait_out,improvisational,negative,0.995554016924321,0.9984876663799537,0.9986382389429042
llama,historical_hand_predeclared,conscientiousness,leave_one_trait_out,mercurial,negative,0.9972999161967063,0.9994521368199604,0.9994160583941606
llama,historical_hand_predeclared,conscientiousness,positive_only_vs_bipolar,all_negative_traits,negative,0.9073346474557821,0.9571145939069355,0.96207495455988
llama,historical_hand_predeclared,extraversion,leave_one_trait_out,extroverted,positive,0.9978780799649567,0.9976422646495198,0.9969579642826232
llama,historical_hand_predeclared,extraversion,leave_one_trait_out,gregarious,positive,0.9978667616158465,0.9958656408008713,0.995051498802689
llama,historical_hand_predeclared,extraversion,leave_one_trait_out,charismatic,positive,0.9978718830662228,0.996982247553462,0.9968887221949742
llama,historical_hand_predeclared,extraversion,leave_one_trait_out,animated,positive,0.9990924891750352,0.9996135206795324,0.9994754911860593
llama,historical_hand_predeclared,extraversion,leave_one_trait_out,effusive,positive,0.9974160453912109,0.9968118880616015,0.9971339545887308
llama,historical_hand_predeclared,extraversion,leave_one_trait_out,theatrical,positive,0.9970652880581271,0.990479790103148,0.9881832607253108
llama,historical_hand_predeclared,extraversion,leave_one_trait_out,entertaining,positive,0.9971184030587137,0.9962857070393272,0.9962713135801045
llama,historical_hand_predeclared,extraversion,leave_one_trait_out,verbose,positive,0.9960426188767214,0.9984350217710984,0.9978021407345431
llama,historical_hand_predeclared,extraversion,leave_one_trait_out,introverted,negative,0.9934080244399821,0.9832525181532895,0.9852970197051442
llama,historical_hand_predeclared,extraversion,leave_one_trait_out,reserved,negative,0.9961578891038183,0.9952222661885574,0.9937993710510372
llama,historical_hand_predeclared,extraversion,leave_one_trait_out,introspective,negative,0.9927655758879539,0.996028206666641,0.9962534260407951
llama,historical_hand_predeclared,extraversion,leave_one_trait_out,understated,negative,0.987754073806562,0.9836743078076012,0.9852958656703499
llama,historical_hand_predeclared,extraversion,leave_one_trait_out,detached,negative,0.9952400159740407,0.9953397433272048,0.995640056547705
llama,historical_hand_predeclared,extraversion,leave_one_trait_out,stoic,negative,0.997062422624686,0.9958862169466958,0.9958143158016215
llama,historical_hand_predeclared,extraversion,positive_only_vs_bipolar,all_negative_traits,negative,0.9386321687358654,0.8310879662117608,0.8415764115288078
llama,historical_hand_predeclared,agreeableness,leave_one_trait_out,agreeable,positive,0.9995229389489334,0.9998301263796372,0.9992383370358617
llama,historical_hand_predeclared,agreeableness,leave_one_trait_out,collaborative,positive,0.998254078403933,0.9998001404778932,0.9992417991402441
llama,historical_hand_predeclared,agreeableness,leave_one_trait_out,empathetic,positive,0.9985294564132854,0.9988876030003789,0.9951438215862208
llama,historical_hand_predeclared,agreeableness,leave_one_trait_out,supportive,positive,0.9992218035642946,0.999689153153542,0.999170826000404
llama,historical_hand_predeclared,agreeableness,leave_one_trait_out,benevolent,positive,0.9994527241046545,0.9999120685097431,0.9995885865958858
llama,historical_hand_predeclared,agreeableness,leave_one_trait_out,nurturing,positive,0.9994699283709301,0.9998676063215926,0.9995620437956204
llama,historical_hand_predeclared,agreeableness,leave_one_trait_out,conciliatory,positive,0.99910268096632,0.9995912450605305,0.9981246934595078
llama,historical_hand_predeclared,agreeableness,leave_one_trait_out,generous,positive,0.9986268815010575,0.9994349600200606,0.9989480972851333
llama,historical_hand_predeclared,agreeableness,leave_one_trait_out,accommodating,positive,0.9980292572905582,0.9991427837740121,0.9967583162632354
llama,historical_hand_predeclared,agreeableness,leave_one_trait_out,forgiving,positive,0.9990212525936929,0.9997810403926755,0.9991304347826088
llama,historical_hand_predeclared,agreeableness,leave_one_trait_out,tactful,positive,0.9994510722213967,0.9997830264992851,0.999147745304521
llama,historical_hand_predeclared,agreeableness,leave_one_trait_out,confrontational,negative,0.9984024326334657,0.9996390012488479,0.998636507890713
llama,historical_hand_predeclared,agreeableness,leave_one_trait_out,callous,negative,0.9992193843499393,0.9998193672875645,0.9995383860823404
llama,historical_hand_predeclared,agreeableness,leave_one_trait_out,cynical,negative,0.9987406946616062,0.9998338096597452,0.9997484204148757
llama,historical_hand_predeclared,agreeableness,leave_one_trait_out,hostile,negative,0.9990759370120088,0.9994779698383822,0.9987386399699951
llama,historical_hand_predeclared,agreeableness,leave_one_trait_out,vindictive,negative,0.9976941699825341,0.9997710875283408,0.9993635498110268
llama,historical_hand_predeclared,agreeableness,leave_one_trait_out,critical,negative,0.9973401056653555,0.9988677022029263,0.9976099939413173
llama,historical_hand_predeclared,agreeableness,leave_one_trait_out,acerbic,negative,0.9990779582138698,0.9998209829950159,0.9996872565707856
llama,historical_hand_predeclared,agreeableness,leave_one_trait_out,cruel,negative,0.9993621792713001,0.9998826877615181,0.9997570756758317
llama,historical_hand_predeclared,agreeableness,leave_one_trait_out,competitive,negative,0.9980396541821233,0.9995686445931349,0.9988425031014685
llama,historical_hand_predeclared,agreeableness,positive_only_vs_bipolar,all_negative_traits,negative,0.956587566718462,0.9791471443893527,0.9617247049998557
llama,historical_hand_predeclared,neuroticism,leave_one_trait_out,anxious,positive,0.9978435161569326,0.9989405132658945,0.9991258186434322
llama,historical_hand_predeclared,neuroticism,leave_one_trait_out,neurotic,positive,0.9984081257565813,0.9989861976709139,0.9991990998528607
llama,historical_hand_predeclared,neuroticism,leave_one_trait_out,reactive,positive,0.9970749098603543,0.9983016019086892,0.9985349528288279
llama,historical_hand_predeclared,neuroticism,leave_one_trait_out,pessimistic,positive,0.9974371316163586,0.9995026996591045,0.9992896915842012
llama,historical_hand_predeclared,neuroticism,leave_one_trait_out,melancholic,positive,0.9971541993356768,0.9986439732272333,0.9989786792071782
llama,historical_hand_predeclared,neuroticism,leave_one_trait_out,temperamental,positive,0.9978770832035834,0.9995924283461455,0.9995851244915036
llama,historical_hand_predeclared,neuroticism,leave_one_trait_out,paranoid,positive,0.9971175335401046,0.9994984809711306,0.9997097602492716
llama,historical_hand_predeclared,neuroticism,leave_one_trait_out,fatalistic,positive,0.9963738820556177,0.9980759891646618,0.9984639796889877
llama,historical_hand_predeclared,neuroticism,leave_one_trait_out,impatient,positive,0.9966035988538169,0.9991419999350154,0.9992158333573757
llama,historical_hand_predeclared,neuroticism,leave_one_trait_out,melodramatic,positive,0.9958361367972515,0.996843119975425,0.9976521162113039
llama,historical_hand_predeclared,neuroticism,leave_one_trait_out,calm,negative,0.9984027481057003,0.9996993178383045,0.9996809093794179
llama,historical_hand_predeclared,neuroticism,leave_one_trait_out,resilient,negative,0.9971401644333135,0.9994509951979726,0.9995862785262977
llama,historical_hand_predeclared,neuroticism,leave_one_trait_out,serene,negative,0.9962624025365898,0.9969099393308026,0.9974039987305617
llama,historical_hand_predeclared,neuroticism,leave_one_trait_out,patient,negative,0.996067044545008,0.9996912418241352,0.9997091832318744
llama,historical_hand_predeclared,neuroticism,leave_one_trait_out,grounded,negative,0.9932562652643366,0.9935859178146937,0.993689160728196
llama,historical_hand_predeclared,neuroticism,leave_one_trait_out,confident,negative,0.9939749101768116,0.9991827785556332,0.9989365569371916
llama,historical_hand_predeclared,neuroticism,leave_one_trait_out,stoic,negative,0.9950633971197361,0.9970715708896556,0.9957670003750614
llama,historical_hand_predeclared,neuroticism,leave_one_trait_out,nonchalant,negative,0.996147412847119,0.9987619298343625,0.9993652808632181
llama,historical_hand_predeclared,neuroticism,leave_one_trait_out,chill,negative,0.9952867320491231,0.9982341128940303,0.9983987767231183
llama,historical_hand_predeclared,neuroticism,positive_only_vs_bipolar,all_negative_traits,negative,0.9706071329479878,0.9943372786122179,0.9950503447678947
gemma,human_anchored_strict,openness,leave_one_trait_out,creative,positive,0.9978398553977494,0.9959417296395117,0.9948697383226106
gemma,human_anchored_strict,openness,leave_one_trait_out,introspective,positive,0.9958809193763686,0.9976971435061806,0.996902570612504
gemma,human_anchored_strict,openness,leave_one_trait_out,artistic,positive,0.9966233168076941,0.9898137637661895,0.9877735783733881
gemma,human_anchored_strict,openness,leave_one_trait_out,emotional,positive,0.996413827002886,0.9948805037671389,0.9945823836588674
gemma,human_anchored_strict,openness,leave_one_trait_out,curious,positive,0.9964698401489132,0.9977527220225131,0.9971414558148929
gemma,human_anchored_strict,openness,leave_one_trait_out,innovative,positive,0.996869093691277,0.9984145425462293,0.9976296125328179
gemma,human_anchored_strict,openness,leave_one_trait_out,secular,positive,0.9921605209212185,0.9892052050630915,0.9883459796312858
gemma,human_anchored_strict,openness,leave_one_trait_out,traditional,negative,0.8054152249300363,0.8531709423412355,0.8779354317532675
gemma,human_anchored_strict,openness,leave_one_facet_out,O1,mixed,0.9938577732857174,0.9970104386077618,0.9960105017166268
gemma,human_anchored_strict,openness,leave_one_facet_out,O2,mixed,0.9966233168076941,0.9898137637661895,0.9877735783733881
gemma,human_anchored_strict,openness,leave_one_facet_out,O3,mixed,0.996413827002886,0.9948805037671389,0.9945823836588674
gemma,human_anchored_strict,openness,leave_one_facet_out,O5,mixed,0.9940270997045454,0.9958788544934374,0.9952851908485041
gemma,human_anchored_strict,openness,leave_one_facet_out,O6,mixed,0.7561647557322659,0.7829048957551056,0.8086148697383228
gemma,human_anchored_strict,openness,positive_only_vs_bipolar,all_negative_traits,negative,0.8054152249300363,0.8531709423412355,0.8779354317532675
gemma,human_anchored_strict,conscientiousness,leave_one_trait_out,meticulous,positive,0.9979049782935248,0.999490168572025,0.9995072271428984
gemma,human_anchored_strict,conscientiousness,leave_one_trait_out,perfectionist,positive,0.9955377101452425,0.9976463883442066,0.9964900031735957
gemma,human_anchored_strict,conscientiousness,leave_one_trait_out,conscientious,positive,0.9901618905294786,0.9952861255011913,0.9929269207466606
gemma,human_anchored_strict,conscientiousness,leave_one_trait_out,impulsive,negative,0.9093453494744095,0.9794790248837043,0.9734681630651164
gemma,human_anchored_strict,conscientiousness,leave_one_facet_out,C2,mixed,0.9979049782935248,0.999490168572025,0.9995072271428984
gemma,human_anchored_strict,conscientiousness,leave_one_facet_out,C4,mixed,0.9955377101452425,0.9976463883442066,0.9964900031735957
gemma,human_anchored_strict,conscientiousness,leave_one_facet_out,C5,mixed,0.9901618905294786,0.9952861255011913,0.9929269207466606
gemma,human_anchored_strict,conscientiousness,leave_one_facet_out,C6,mixed,0.9093453494744095,0.9794790248837043,0.9734681630651164
gemma,human_anchored_strict,conscientiousness,positive_only_vs_bipolar,all_negative_traits,negative,0.9093453494744095,0.9794790248837043,0.9734681630651164
gemma,human_anchored_strict,extraversion,leave_one_trait_out,extroverted,positive,0.9985263586422344,0.9986563454396957,0.9989082830847351
gemma,human_anchored_strict,extraversion,leave_one_trait_out,gregarious,positive,0.996886016069381,0.9969657462057979,0.9973612994431783
gemma,human_anchored_strict,extraversion,leave_one_trait_out,reserved,negative,0.8781304490420664,0.9625314138965,0.9702812959810739
gemma,human_anchored_strict,extraversion,leave_one_trait_out,assertive,positive,0.995500438465469,0.997455586737655,0.9978015637171461
gemma,human_anchored_strict,extraversion,leave_one_trait_out,dominant,positive,0.995288559973998,0.9978112713868794,0.9977207812815557
gemma,human_anchored_strict,extraversion,leave_one_trait_out,adventurous,positive,0.9976282340888517,0.9986875158819054,0.9988828943192638
gemma,human_anchored_strict,extraversion,leave_one_trait_out,optimistic,positive,0.9953520741946995,0.9976265192680658,0.9974328496004154
gemma,human_anchored_strict,extraversion,leave_one_trait_out,playful,positive,0.9973575882278765,0.99881264528632,0.9989140532587056
gemma,human_anchored_strict,extraversion,leave_one_facet_out,E2,mixed,0.7449292917882238,0.869892771820399,0.880882259600127
gemma,human_anchored_strict,extraversion,leave_one_facet_out,E3,mixed,0.9814300373407976,0.988154454280182,0.9894688554859928
gemma,human_anchored_strict,extraversion,leave_one_facet_out,E5,mixed,0.9976282340888517,0.9986875158819054,0.9988828943192638
gemma,human_anchored_strict,extraversion,leave_one_facet_out,E6,mixed,0.9902917918242591,0.9955630907290317,0.9956527509304406
gemma,human_anchored_strict,extraversion,positive_only_vs_bipolar,all_negative_traits,negative,0.8781304490420664,0.9625314138965,0.9702812959810739
gemma,human_anchored_strict,agreeableness,leave_one_trait_out,cynical,negative,0.9986037582625662,0.9994665923324642,0.9988078820576441
gemma,human_anchored_strict,agreeableness,leave_one_trait_out,paranoid,negative,0.9983466346331109,0.9995002067638464,0.9989065520325437
gemma,human_anchored_strict,agreeableness,leave_one_trait_out,manipulative,negative,0.9980934013473832,0.9992100264454186,0.9984062779492802
gemma,human_anchored_strict,agreeableness,leave_one_trait_out,altruistic,positive,0.9929819700024138,0.996906885425541,0.9960907071348201
gemma,human_anchored_strict,agreeableness,leave_one_trait_out,agreeable,positive,0.9968207558830515,0.9980016911198915,0.9945073713972477
gemma,human_anchored_strict,agreeableness,leave_one_trait_out,bitter,negative,0.9989558963202718,0.9995110720946443,0.9990242635815471
gemma,human_anchored_strict,agreeableness,leave_one_trait_out,forgiving,positive,0.9931802409011413,0.9968997684274263,0.9936118403969881
gemma,human_anchored_strict,agreeableness,leave_one_trait_out,judgmental,negative,0.9990413155427319,0.9995656752878961,0.9992977698277604
gemma,human_anchored_strict,agreeableness,leave_one_trait_out,patient,positive,0.9903627905445912,0.9946591113486684,0.9885063904676726
gemma,human_anchored_strict,agreeableness,leave_one_trait_out,vindictive,negative,0.9960916134288479,0.9995890040467178,0.9988863564236462
gemma,human_anchored_strict,agreeableness,leave_one_trait_out,grandiose,negative,0.9967708070201861,0.9944125411299153,0.9918680938230289
gemma,human_anchored_strict,agreeableness,leave_one_trait_out,callous,negative,0.9978814628191233,0.9989303187557277,0.99755229220161
gemma,human_anchored_strict,agreeableness,leave_one_trait_out,empathetic,positive,0.9918365857012805,0.9928859981520207,0.9880793975938374
gemma,human_anchored_strict,agreeableness,leave_one_facet_out,A1,mixed,0.9952326127410915,0.9989508990293433,0.9988909725628229
gemma,human_anchored_strict,agreeableness,leave_one_facet_out,A2,mixed,0.9980934013473832,0.9992100264454186,0.9984062779492802
gemma,human_anchored_strict,agreeableness,leave_one_facet_out,A3,mixed,0.9929819700024138,0.996906885425541,0.9960907071348201
gemma,human_anchored_strict,agreeableness,leave_one_facet_out,A4,mixed,0.947575457731086,0.9829113679306634,0.9735939528576787
gemma,human_anchored_strict,agreeableness,leave_one_facet_out,A5,mixed,0.9967708070201861,0.9944125411299153,0.9918680938230289
gemma,human_anchored_strict,agreeableness,leave_one_facet_out,A6,mixed,0.9850692187835473,0.9884223285945175,0.9810143965840571
gemma,human_anchored_strict,agreeableness,positive_only_vs_bipolar,all_negative_traits,negative,0.9215995042521052,0.8841492410672237,0.7909287095005915
gemma,human_anchored_strict,neuroticism,leave_one_trait_out,anxious,positive,0.9972846339003227,0.9975403523274613,0.9977196272467617
gemma,human_anchored_strict,neuroticism,leave_one_trait_out,neurotic,positive,0.9982317729994301,0.9986652783791478,0.9987478722483485
gemma,human_anchored_strict,neuroticism,leave_one_trait_out,pessimistic,positive,0.9961151682699092,0.9988570615331681,0.998465710741179
gemma,human_anchored_strict,neuroticism,leave_one_trait_out,melancholic,positive,0.9949230666106769,0.9939111602536672,0.9939193906696288
gemma,human_anchored_strict,neuroticism,leave_one_trait_out,temperamental,positive,0.9961103668261886,0.9990755803884599,0.9986855543694643
gemma,human_anchored_strict,neuroticism,leave_one_trait_out,calm,negative,0.996839763750035,0.9971998844453052,0.9964415337122415
gemma,human_anchored_strict,neuroticism,leave_one_trait_out,resilient,negative,0.9935399660085438,0.9980322324119575,0.9972880182337498
gemma,human_anchored_strict,neuroticism,leave_one_trait_out,serene,negative,0.9942699295325632,0.9950924260433702,0.9948708923574047
gemma,human_anchored_strict,neuroticism,leave_one_trait_out,stoic,negative,0.9914536587561175,0.995470646007213,0.9921912235653905
gemma,human_anchored_strict,neuroticism,leave_one_facet_out,N1,mixed,0.9804938132652441,0.9799036594004171,0.9854862814113847
gemma,human_anchored_strict,neuroticism,leave_one_facet_out,N3,mixed,0.9923219423243477,0.9894417246814591,0.9869582527913218
gemma,human_anchored_strict,neuroticism,leave_one_facet_out,N6,mixed,0.964753318940061,0.9769628357011995,0.9757820028273853
gemma,human_anchored_strict,neuroticism,positive_only_vs_bipolar,all_negative_traits,negative,0.964753318940061,0.9769628357011995,0.9757820028273853
gemma,human_anchored_extended,openness,leave_one_trait_out,creative,positive,0.9989859374138814,0.9992147333633097,0.9991800582787572
gemma,human_anchored_extended,openness,leave_one_trait_out,introspective,positive,0.997783166679587,0.9993365575803631,0.9991754421395806
gemma,human_anchored_extended,openness,leave_one_trait_out,artistic,positive,0.9987158129524811,0.9983569152415411,0.998551686333343
gemma,human_anchored_extended,openness,leave_one_trait_out,detached,negative,0.888821863033242,0.9124773134973863,0.9215089004933499
gemma,human_anchored_extended,openness,leave_one_trait_out,emotional,positive,0.9988369361021454,0.9993448509459976,0.9990635007645482
gemma,human_anchored_extended,openness,leave_one_trait_out,passionate,positive,0.9989903786130864,0.9992309070945247,0.9991148553128878
gemma,human_anchored_extended,openness,leave_one_trait_out,zealous,positive,0.9982766354072301,0.9976069158181723,0.9975546002711984
