model_trait,canonical_definition,coverage_category,coverage_label,review_status,evidence_text,candidate_item_ids,accepted_evidence_item_ids,candidate_scale_names,wording_direction,lexical_candidate_item_ids,semantic_candidate_item_ids,top_semantic_score,ambiguity_flag,notes
ethereal,"Maintains otherworldly, delicate quality that seems barely connected to reality.",0,NO DEFENSIBLE COVERAGE FOUND,codex_feasibility_reviewed,Top lexical/TF-IDF candidates were retained for audit but rejected as construct evidence.,q_554;q_1055;q_200;q_1031;q_1393;q_2161;q_1596;q_2775,,,not_applicable_or_not_accepted,q_554;q_1055;q_200;q_1031;q_1393,q_554;q_1055;q_200;q_1031;q_1393,0.201522,False,No defensible coverage found in this feasibility review.
grounded,Keeps communication firmly rooted in practical reality and concrete experience.,1,BROAD-DOMAIN ONLY,codex_feasibility_reviewed,Only broad Big-Five/HEXACO-domain content is plausible; no narrow reviewed item anchor accepted.,q_793;q_797;q_4285;q_4251;q_1676;q_1180;q_1998;q_258,,,not_applicable_or_not_accepted,q_258;q_793;q_797;q_4285;q_4251,q_793;q_797;q_4285;q_4251;q_1676,0.129219,True,Broad-domain coverage is not a usable one-to-one trait match.
bombastic,"Uses inflated, pompous speech intended to impress or overwhelm.",3,DIRECT / NEAR-DIRECT CONSTRUCT COVERAGE,codex_feasibility_reviewed,q_1555: Put on a show to impress people. | q_1871: Try to impress others.,q_1555;q_1871;q_1992;q_1517;q_979;q_332;q_131;q_1064,q_1555;q_1871,HEXACO:H:H:S;HEXACO:H:H:GA,same_direction,q_1871;q_1555;q_1992;q_1517;q_979,q_1871;q_1555;q_1992;q_1517;q_979,0.179275,False,"Face-valid narrow item content; feasibility only, not validated construct equivalence."
gregarious,"Shows highly sociable, outgoing style that seeks interaction and company.",3,DIRECT / NEAR-DIRECT CONSTRUCT COVERAGE,codex_feasibility_reviewed,q_463: Can't do without the company of others. | q_1742: Start conversations. | q_1803: Talk to a lot of different people at parties.,q_463;q_1742;q_1803;q_312;q_1830;q_2024;q_191;q_4258,q_463;q_1742;q_1803,HEXACO:H:E:D;IPIP100:B5:E;HEXACO:H:X:S;QB6:QB6:X;IPIPneo:E2:GR,same_direction,q_463;q_312;q_1830;q_2024;q_191,q_463;q_312;q_1830;q_2024;q_191,0.213654,False,"Face-valid narrow item content; feasibility only, not validated construct equivalence."
acerbic,"Uses sharp, biting criticism with acidic wit and harsh commentary.",3,DIRECT / NEAR-DIRECT CONSTRUCT COVERAGE,codex_feasibility_reviewed,q_1051: Have a sharp tongue.,q_1051;q_1601;q_538;q_1050;q_4267;q_4264;q_1033;q_20,q_1051,HEXACO:H:A:G;MPQ:MPQ:AG;IPIPneo:A4:CO,same_direction,q_1051;q_1601;q_538;q_1050;q_4267,q_1051;q_1601;q_538;q_1050;q_4267,0.155566,False,"Face-valid narrow item content; feasibility only, not validated construct equivalence."
stoic,Maintains calm composure and emotional control regardless of circumstances.,3,DIRECT / NEAR-DIRECT CONSTRUCT COVERAGE,codex_feasibility_reviewed,q_1185: Keep my emotions under control. | q_1588: Rarely lose my composure. | q_1616: Remain calm under pressure.,q_1185;q_1588;q_1616;q_978;q_1769;q_56;q_1681;q_85,q_1185;q_1588;q_1616,BFAS:BFAS:N:V;HEXACO:H:E:A;IPIPneo:N6:VU,mixed_or_reverse_wording_review_required,q_978;q_1769;q_1185;q_1588;q_56,q_978;q_1769;q_1185;q_1588;q_56,0.212094,False,"Face-valid narrow item content; feasibility only, not validated construct equivalence."
zealous,Shows fervent enthusiasm and passionate advocacy for causes or beliefs.,3,DIRECT / NEAR-DIRECT CONSTRUCT COVERAGE,codex_feasibility_reviewed,q_228: Am passionate about causes.,q_228;q_2160;q_1780;q_339;q_383;q_393;q_369;q_398,q_228,IPIPneo:O3:EM,same_direction,q_228;q_2160;q_1780;q_339;q_383,q_228;q_2160;q_1780;q_339;q_383,0.335457,False,"Face-valid narrow item content; feasibility only, not validated construct equivalence."
nonchalant,Maintains casual indifference and relaxed unconcern about outcomes.,3,DIRECT / NEAR-DIRECT CONSTRUCT COVERAGE,codex_feasibility_reviewed,q_248: Am relaxed most of the time. | q_4261: Am more easy-going about right and wrong than most people.,q_248;q_4261;q_90;q_146;q_4222;q_23;q_838;q_2745,q_248;q_4261,IPIP100:B5:ES;MPQ:MPQ:SR;IPIPneo:N1:ANX;EPQr:EPQ:P,same_direction,q_248;q_90;q_146;q_4222;q_23,q_248;q_90;q_146;q_4222;q_23,0.189702,False,"Face-valid narrow item content; feasibility only, not validated construct equivalence."
iconoclastic,Actively challenges and attacks cherished beliefs and revered institutions.,2,CLOSE NARROW CONSTRUCT,codex_feasibility_reviewed,q_1609: Rebel against authority. | q_4244: Prefer to go my own way rather than act by the rules.,q_1609;q_4244;q_816;q_1388;q_82;q_377;q_630;q_4282,q_1609;q_4244,HEXACO:H:O:U;EPQr:EPQ:P,same_direction,q_816;q_1388;q_82;q_377;q_630,q_816;q_1388;q_82;q_377;q_630,0.081816,True,Neighboring narrow content; semantic scope differs from the canonical model-trait definition.
reverent,"Shows deep respect, honor, and veneration for traditions and authority.",3,DIRECT / NEAR-DIRECT CONSTRUCT COVERAGE,codex_feasibility_reviewed,q_1624: Respect authority. | q_4236: People should always respect the law.,q_1624;q_4236;q_1609;q_23;q_1910;q_1759;q_1374;q_1969,q_1624;q_4236,BFAS:BFAS:A:P;EPQr:EPQ:P,same_direction,q_1624;q_1609;q_4236;q_23;q_1910,q_1624;q_1609;q_4236;q_23;q_1910,0.351536,False,"Face-valid narrow item content; feasibility only, not validated construct equivalence."
conciliatory,"Actively seeks to make peace, reduce tensions, and find common ground.",2,CLOSE NARROW CONSTRUCT,codex_feasibility_reviewed,q_1910: Value cooperation over competition. | q_145: Am inclined to forgive others.,q_1910;q_145;q_258;q_469;q_1424;q_1395;q_1397;q_1422,q_1910;q_145,IPIPneo:A6:SY;HEXACO:H:A:FO;QB6:QB6:A,same_direction,q_258;q_469;q_1424;q_1395;q_1397,q_258;q_469;q_1424;q_1395;q_1397,0.176436,True,Neighboring narrow content; semantic scope differs from the canonical model-trait definition.
esoteric,Uses specialized knowledge and references accessible only to initiated few.,0,NO DEFENSIBLE COVERAGE FOUND,codex_feasibility_reviewed,Top lexical/TF-IDF candidates were retained for audit but rejected as construct evidence.,q_4257;q_4297;q_1496;q_1540;q_2900;q_1175;q_519;q_140,,,not_applicable_or_not_accepted,q_4257;q_4297;q_1496;q_1540;q_2900,q_4257;q_4297;q_1496;q_1540;q_2900,0.053685,False,No defensible coverage found in this feasibility review.
cynical,Views human nature and motivations with deep distrust and pessimism.,3,DIRECT / NEAR-DIRECT CONSTRUCT COVERAGE,codex_feasibility_reviewed,q_594: Distrust people. | q_343: Believe in human goodness. | q_381: Believe that people are essentially evil.,q_594;q_343;q_381;q_776;q_1854;q_191;q_1855;q_47,q_594;q_343;q_381,HEXACO:H:A:FO;MPQ:MPQ:AL;IPIPneo:A1:TR,same_direction,q_594;q_343;q_776;q_1854;q_191,q_594;q_343;q_776;q_1854;q_191,0.209146,False,"Face-valid narrow item content; feasibility only, not validated construct equivalence."
naive,"Shows innocent trust, lacks worldly experience, and assumes good intentions.",3,DIRECT / NEAR-DIRECT CONSTRUCT COVERAGE,codex_feasibility_reviewed,q_377: Believe that others have good intentions. | q_1854: Trust others. | q_1758: Suspect hidden motives in others.,q_377;q_1854;q_1758;q_793;q_875;q_797;q_1855;q_4285,q_377;q_1854;q_1758,IPIPneo:A1:TR;MPQ:MPQ:AL,same_direction,q_377;q_1854;q_793;q_875;q_797,q_377;q_1854;q_793;q_875;q_797,0.28441,False,"Face-valid narrow item content; feasibility only, not validated construct equivalence."
anxious,"Displays persistent worry, anticipates negative outcomes, and shows nervous energy.",3,DIRECT / NEAR-DIRECT CONSTRUCT COVERAGE,codex_feasibility_reviewed,q_1989: Worry about things. | q_4249: Would call myself a nervous person. | q_4256: Worry about awful things that might happen.,q_1989;q_4249;q_4256;q_279;q_1596;q_298;q_4294;q_4263,q_1989;q_4249;q_4256,IPIP100:B5:ES;BFAS:BFAS:N:W;HEXACO:H:E:A;MPQ:MPQ:SR;IPIPneo:N1:ANX;EPQr:EPQ:N,same_direction,q_4249;q_279;q_1989;q_1596;q_298,q_4249;q_279;q_1989;q_1596;q_298,0.187081,False,"Face-valid narrow item content; feasibility only, not validated construct equivalence."
serene,Maintains peaceful calm and tranquil composure in all situations.,3,DIRECT / NEAR-DIRECT CONSTRUCT COVERAGE,codex_feasibility_reviewed,q_85: Am calm even in tense situations. | q_1616: Remain calm under pressure. | q_1588: Rarely lose my composure.,q_85;q_1616;q_1588;q_1435;q_1367;q_1853;q_315;q_89,q_85;q_1616;q_1588,IPIPneo:N6:VU;HEXACO:H:E:A;BFAS:BFAS:N:V,mixed_same_and_reverse,q_85;q_1588;q_1435;q_1367;q_1853,q_85;q_1588;q_1435;q_1367;q_1853,0.244787,False,"Face-valid narrow item content; feasibility only, not validated construct equivalence."
hedonistic,"Prioritizes pleasure, sensory gratification, and immediate enjoyment above all.",2,CLOSE NARROW CONSTRUCT,codex_feasibility_reviewed,q_1043: Have a lot of fun. | q_1371: Love life.,q_1043;q_1371;q_1218;q_1159;q_1567;q_1705;q_778;q_285,q_1043;q_1371,BFAS:BFAS:E:E;HEXACO:H:X:L;MPQ:MPQ:WB;IPIPneo:E6:CH,same_direction,q_1218;q_1159;q_1567;q_1705;q_778,q_1218;q_1159;q_1567;q_1705;q_778,0.085581,True,Neighboring narrow content; semantic scope differs from the canonical model-trait definition.
ascetic,"Values self-discipline, denial of pleasures, and spiritual over material pursuits.",1,BROAD-DOMAIN ONLY,codex_feasibility_reviewed,Only broad Big-Five/HEXACO-domain content is plausible; no narrow reviewed item anchor accepted.,q_1388;q_316;q_1910;q_285;q_1136;q_1755;q_917;q_4254,,,not_applicable_or_not_accepted,q_1388;q_316;q_1910;q_285;q_1136,q_1388;q_316;q_1910;q_285;q_1136,0.114841,True,Broad-domain coverage is not a usable one-to-one trait match.
forgiving,"Readily pardons mistakes, releases resentments, and offers second chances.",3,DIRECT / NEAR-DIRECT CONSTRUCT COVERAGE,codex_feasibility_reviewed,q_145: Am inclined to forgive others. | q_915: Find it hard to forgive others. | q_1869: Try to forgive and forget.,q_145;q_915;q_1869;q_321;q_559;q_1401;q_1022;q_80,q_145;q_915;q_1869,HEXACO:H:A:FO;QB6:QB6:A;MPQ:MPQ:AG,mixed_same_and_reverse,q_321;q_559;q_1401;q_1022;q_80,q_321;q_559;q_1401;q_1022;q_80,0.155347,False,"Face-valid narrow item content; feasibility only, not validated construct equivalence."
vindictive,Holds grudges persistently and actively seeks retribution for perceived wrongs.,3,DIRECT / NEAR-DIRECT CONSTRUCT COVERAGE,codex_feasibility_reviewed,q_630: Do things out of revenge. | q_1150: Hold a grudge.,q_630;q_1150;q_1113;q_279;q_4226;q_67;q_394;q_1360,q_630;q_1150,MPQ:MPQ:AG;HEXACO:H:A:FO;IPIPneo:A4:CO,same_direction,q_1150;q_1113;q_279;q_4226;q_67,q_1150;q_1113;q_279;q_4226;q_67,0.111909,False,"Face-valid narrow item content; feasibility only, not validated construct equivalence."
nihilistic,Believes in fundamental meaninglessness of existence and rejects all values.,0,NO DEFENSIBLE COVERAGE FOUND,codex_feasibility_reviewed,Top lexical/TF-IDF candidates were retained for audit but rejected as construct evidence.,q_811;q_4269;q_343;q_348;q_339;q_1587;q_345;q_377,,,not_applicable_or_not_accepted,q_811;q_4269;q_343;q_348;q_339,q_811;q_4269;q_343;q_348;q_339,0.092073,False,No defensible coverage found in this feasibility review.
existentialist,"Emphasizes individual freedom, personal responsibility, and self-created meaning.",0,NO DEFENSIBLE COVERAGE FOUND,codex_feasibility_reviewed,Top lexical/TF-IDF candidates were retained for audit but rejected as construct evidence.,q_225;q_1587;q_1055;q_2161;q_2737;q_4226;q_2756;q_525,,,not_applicable_or_not_accepted,q_225;q_1587;q_1055;q_2161;q_2737,q_225;q_1587;q_1055;q_2161;q_2737,0.119795,False,No defensible coverage found in this feasibility review.
deterministic,Believes all events are predetermined by prior causes with no free will.,0,NO DEFENSIBLE COVERAGE FOUND,codex_feasibility_reviewed,Top lexical/TF-IDF candidates were retained for audit but rejected as construct evidence.,q_228;q_332;q_179;q_1904;q_684;q_1835;q_381;q_379,,,not_applicable_or_not_accepted,q_228;q_332;q_179;q_1904;q_684,q_228;q_332;q_179;q_1904;q_684,0.142037,False,No defensible coverage found in this feasibility review.
libertarian,Champions absolute free will and individual choice over determinism.,0,NO DEFENSIBLE COVERAGE FOUND,codex_feasibility_reviewed,Top lexical/TF-IDF candidates were retained for audit but rejected as construct evidence.,q_394;q_1904;q_1835;q_1962;q_1825;q_319;q_515;q_1175,,,not_applicable_or_not_accepted,q_394;q_1904;q_1835;q_1962;q_1825,q_394;q_1904;q_1835;q_1962;q_1825,0.147675,False,No defensible coverage found in this feasibility review.
relativist,Believes truth and morality depend entirely on context and perspective.,0,NO DEFENSIBLE COVERAGE FOUND,codex_feasibility_reviewed,Top lexical/TF-IDF candidates were retained for audit but rejected as construct evidence.,q_1812;q_4289;q_379;q_345;q_3691;q_377;q_339;q_398,,,not_applicable_or_not_accepted,q_1812;q_4289;q_379;q_345;q_3691,q_1812;q_4289;q_379;q_345;q_3691,0.130027,False,No defensible coverage found in this feasibility review.
absolutist,Maintains that certain truths and values are universal and unchanging.,0,NO DEFENSIBLE COVERAGE FOUND,codex_feasibility_reviewed,Top lexical/TF-IDF candidates were retained for audit but rejected as construct evidence.,q_394;q_1393;q_4289;q_880;q_1812;q_515;q_1840;q_1657,,,not_applicable_or_not_accepted,q_394;q_1393;q_4289;q_880;q_1812,q_394;q_1393;q_4289;q_880;q_1812,0.07781,False,No defensible coverage found in this feasibility review.
misanthropic,"Shows general hatred, distrust, or contempt for human nature and society.",2,CLOSE NARROW CONSTRUCT,codex_feasibility_reviewed,q_381: Believe that people are essentially evil. | q_594: Distrust people. | q_343: Believe in human goodness.,q_381;q_594;q_343;q_776;q_4291;q_4286;q_1045;q_47,q_381;q_594;q_343,IPIPneo:A1:TR;HEXACO:H:A:FO;MPQ:MPQ:AL,same_direction,q_594;q_343;q_776;q_4291;q_4286,q_594;q_343;q_776;q_4291;q_4286,0.180876,True,Neighboring narrow content; semantic scope differs from the canonical model-trait definition.
egalitarian,Strongly advocates for equality and equal rights for all people.,1,BROAD-DOMAIN ONLY,codex_feasibility_reviewed,Only broad Big-Five/HEXACO-domain content is plausible; no narrow reviewed item anchor accepted.,q_1601;q_2036;q_594;q_4267;q_150;q_1163;q_4261;q_1555,,,not_applicable_or_not_accepted,q_1601;q_2036;q_594;q_4267;q_150,q_1601;q_2036;q_594;q_4267;q_150,0.152071,True,Broad-domain coverage is not a usable one-to-one trait match.
elitist,Believes in natural hierarchies and superiority of certain groups or individuals.,0,NO DEFENSIBLE COVERAGE FOUND,codex_feasibility_reviewed,Top lexical/TF-IDF candidates were retained for audit but rejected as construct evidence.,q_1045;q_339;q_348;q_343;q_345;q_744;q_395;q_364,,,not_applicable_or_not_accepted,q_1045;q_339;q_348;q_343;q_345,q_1045;q_339;q_348;q_343;q_345,0.11368,False,No defensible coverage found in this feasibility review.
utilitarian,Judges actions by their consequences and overall benefit to majority.,0,NO DEFENSIBLE COVERAGE FOUND,codex_feasibility_reviewed,Top lexical/TF-IDF candidates were retained for audit but rejected as construct evidence.,q_708;q_636;q_1883;q_239;q_1360;q_1280;q_1435;q_1624,,,not_applicable_or_not_accepted,q_708;q_636;q_1883;q_239;q_1360,q_708;q_636;q_1883;q_239;q_1360,0.189431,False,No defensible coverage found in this feasibility review.
deontological,Focuses on inherent rightness of actions regardless of consequences.,0,NO DEFENSIBLE COVERAGE FOUND,codex_feasibility_reviewed,Top lexical/TF-IDF candidates were retained for audit but rejected as construct evidence.,q_708;q_636;q_1883;q_1671;q_1360;q_23;q_811;q_146,,,not_applicable_or_not_accepted,q_708;q_636;q_1883;q_1671;q_1360,q_708;q_636;q_1883;q_1671;q_1360,0.189587,False,No defensible coverage found in this feasibility review.
pacifist,Opposes violence and war in all forms as means of solving disputes.,0,NO DEFENSIBLE COVERAGE FOUND,codex_feasibility_reviewed,Top lexical/TF-IDF candidates were retained for audit but rejected as construct evidence.,q_618;q_286;q_3023;q_1587;q_1327;q_1835;q_608;q_4292,,,not_applicable_or_not_accepted,q_618;q_286;q_3023;q_1587;q_1327,q_618;q_286;q_3023;q_1587;q_1327,0.06136,False,No defensible coverage found in this feasibility review.
militant,Advocates aggressive confrontation and forceful action to achieve goals.,0,NO DEFENSIBLE COVERAGE FOUND,codex_feasibility_reviewed,Top lexical/TF-IDF candidates were retained for audit but rejected as construct evidence.,q_1360;q_479;q_369;q_1012;q_2737;q_1883;q_1507;q_1511,,,not_applicable_or_not_accepted,q_1360;q_479;q_369;q_1012;q_2737,q_1360;q_479;q_369;q_1012;q_2737,0.145965,False,No defensible coverage found in this feasibility review.
environmental,Prioritizes ecological concerns and sustainability in all considerations.,0,NO DEFENSIBLE COVERAGE FOUND,codex_feasibility_reviewed,Top lexical/TF-IDF candidates were retained for audit but rejected as construct evidence.,q_90;q_838;q_94;q_2756;q_1543;q_611;q_525;q_660,,,not_applicable_or_not_accepted,q_90;q_838;q_94;q_2756;q_1543,q_90;q_838;q_94;q_2756;q_1543,0.061318,False,No defensible coverage found in this feasibility review.
anthropocentric,Views human needs and interests as most important consideration.,0,NO DEFENSIBLE COVERAGE FOUND,codex_feasibility_reviewed,Top lexical/TF-IDF candidates were retained for audit but rejected as construct evidence.,q_4238;q_2900;q_298;q_253;q_343;q_1276;q_460;q_94,,,not_applicable_or_not_accepted,q_4238;q_2900;q_298;q_253;q_343,q_4238;q_2900;q_298;q_253;q_343,0.146373,False,No defensible coverage found in this feasibility review.
cosmopolitan,Embraces global citizenship and values all cultures equally.,0,NO DEFENSIBLE COVERAGE FOUND,codex_feasibility_reviewed,Top lexical/TF-IDF candidates were retained for audit but rejected as construct evidence.,q_1110;q_1910;q_651;q_279;q_1835;q_923;q_1022;q_2775,,,not_applicable_or_not_accepted,q_1110;q_1910;q_651;q_279;q_1835,q_1110;q_1910;q_651;q_279;q_1835,0.039888,False,No defensible coverage found in this feasibility review.
romantic,"Emphasizes emotion, imagination, and idealized views over rational analysis.",1,BROAD-DOMAIN ONLY,codex_feasibility_reviewed,Only broad Big-Five/HEXACO-domain content is plausible; no narrow reviewed item anchor accepted.,q_609;q_1058;q_1589;q_1681;q_797;q_844;q_979;q_1687,,,not_applicable_or_not_accepted,q_609;q_1058;q_1589;q_1681;q_797,q_609;q_1058;q_1589;q_1681;q_797,0.19731,True,Broad-domain coverage is not a usable one-to-one trait match.
rationalist,Believes reason and logic are primary sources of knowledge and truth.,1,BROAD-DOMAIN ONLY,codex_feasibility_reviewed,Only broad Big-Five/HEXACO-domain content is plausible; no narrow reviewed item anchor accepted.,q_141;q_1812;q_4273;q_4289;q_4228;q_345;q_379;q_381,,,not_applicable_or_not_accepted,q_141;q_1812;q_4273;q_4289;q_4228,q_141;q_1812;q_4273;q_4289;q_4228,0.174706,True,Broad-domain coverage is not a usable one-to-one trait match.
mystical,Embraces ineffable experiences and truths beyond rational understanding.,0,NO DEFENSIBLE COVERAGE FOUND,codex_feasibility_reviewed,Top lexical/TF-IDF candidates were retained for audit but rejected as construct evidence.,q_1998;q_882;q_1088;q_797;q_1880;q_722;q_240;q_721,,,not_applicable_or_not_accepted,q_1998;q_882;q_1088;q_797;q_1880,q_1998;q_882;q_1088;q_797;q_1880,0.145087,False,No defensible coverage found in this feasibility review.
secular,Approaches topics without religious considerations or spiritual frameworks.,3,DIRECT / NEAR-DIRECT CONSTRUCT COVERAGE,codex_feasibility_reviewed,q_660: Don't consider myself religious. | q_345: Believe in one true religion.,q_660;q_345;q_901;q_35;q_2756;q_636;q_2005;q_463,q_660;q_345,MPQ:MPQ:TR;IPIPneo:O6:LI,mixed_same_and_reverse,q_660;q_345;q_901;q_35;q_2756,q_660;q_345;q_901;q_35;q_2756,0.205634,False,"Face-valid narrow item content; feasibility only, not validated construct equivalence."
pluralist,Accepts multiple valid perspectives and diverse approaches as equally legitimate.,1,BROAD-DOMAIN ONLY,codex_feasibility_reviewed,Only broad Big-Five/HEXACO-domain content is plausible; no narrow reviewed item anchor accepted.,q_6;q_901;q_824;q_279;q_278;q_1758;q_1448;q_1899,,,not_applicable_or_not_accepted,q_6;q_901;q_824;q_279;q_278,q_6;q_901;q_824;q_279;q_278,0.069777,True,Broad-domain coverage is not a usable one-to-one trait match.
fundamentalist,Adheres strictly to basic principles without compromise or interpretation.,2,CLOSE NARROW CONSTRUCT,codex_feasibility_reviewed,q_345: Believe in one true religion. | q_369: Believe laws should be strictly enforced. | q_4236: People should always respect the law.,q_345;q_369;q_4236;q_1190;q_404;q_463;q_35;q_1173,q_345;q_369;q_4236,MPQ:MPQ:TR;IPIPneo:O6:LI;EPQr:EPQ:P,same_direction,q_369;q_1190;q_404;q_463;q_35,q_369;q_1190;q_404;q_463;q_35,0.137486,True,Neighboring narrow content; semantic scope differs from the canonical model-trait definition.
moderate,Consistently seeks middle ground and avoids extreme positions.,1,BROAD-DOMAIN ONLY,codex_feasibility_reviewed,Only broad Big-Five/HEXACO-domain content is plausible; no narrow reviewed item anchor accepted.,q_258;q_315;q_319;q_321;q_314;q_4240;q_313;q_312,,,not_applicable_or_not_accepted,q_258;q_315;q_319;q_321;q_314,q_258;q_315;q_319;q_321;q_314,0.146619,True,Broad-domain coverage is not a usable one-to-one trait match.
radical,"Advocates for revolutionary, fundamental changes to existing systems.",2,CLOSE NARROW CONSTRUCT,codex_feasibility_reviewed,q_566: Dislike changes. | q_1609: Rebel against authority.,q_566;q_1609;q_497;q_515;q_689;q_1567;q_997;q_1633,q_566;q_1609,IPIPneo:O4:AD;HEXACO:H:O:U,same_direction,q_566;q_497;q_515;q_689;q_1567,q_566;q_497;q_515;q_689;q_1567,0.167176,True,Neighboring narrow content; semantic scope differs from the canonical model-trait definition.
epicurean,Seeks refined pleasures and sophisticated enjoyment of life's offerings.,2,CLOSE NARROW CONSTRUCT,codex_feasibility_reviewed,q_1043: Have a lot of fun. | q_1371: Love life.,q_1043;q_1371;q_755;q_919;q_262;q_2765;q_201;q_4277,q_1043;q_1371,BFAS:BFAS:E:E;HEXACO:H:X:L;MPQ:MPQ:WB;IPIPneo:E6:CH,same_direction,q_1371;q_755;q_919;q_262;q_2765,q_1371;q_755;q_919;q_262;q_2765,0.097178,True,Neighboring narrow content; semantic scope differs from the canonical model-trait definition.
neurotic,"Shows persistent anxiety, emotional instability, and tendency toward negative emotions.",3,DIRECT / NEAR-DIRECT CONSTRUCT COVERAGE,codex_feasibility_reviewed,q_1989: Worry about things. | q_1099: Have frequent mood swings. | q_1578: Rarely feel depressed.,q_1989;q_1099;q_1578;q_844;q_1681;q_979;q_1185;q_1589,q_1989;q_1099;q_1578,IPIP100:B5:ES;BFAS:BFAS:N:W;HEXACO:H:E:A;MPQ:MPQ:SR;IPIPneo:N1:ANX;IPIPneo:N3:DE,mixed_or_reverse_wording_review_required,q_844;q_1681;q_979;q_1185;q_1589,q_844;q_1681;q_979;q_1185;q_1589,0.172124,False,"Face-valid narrow item content; feasibility only, not validated construct equivalence."
resilient,Bounces back quickly from setbacks and maintains stability through adversity.,3,DIRECT / NEAR-DIRECT CONSTRUCT COVERAGE,codex_feasibility_reviewed,q_1606: Readily overcome setbacks. | q_1616: Remain calm under pressure.,q_1606;q_1616;q_1834;q_988;q_1943;q_1599;q_1848;q_1610,q_1606;q_1616,IPIPneo:N6:VU;HEXACO:H:E:A,same_direction,q_1606;q_1834;q_988;q_1943;q_1599,q_1606;q_1834;q_988;q_1943;q_1599,0.171666,False,"Face-valid narrow item content; feasibility only, not validated construct equivalence."
obsessive,"Fixates on specific details with intense, persistent focus that dominates thinking.",2,CLOSE NARROW CONSTRUCT,codex_feasibility_reviewed,q_1507: Pay attention to details. | q_1915: Want every detail taken care of.,q_1507;q_1915;q_35;q_1064;q_1173;q_778;q_636;q_1511,q_1507;q_1915,IPIP100:B5:C;HEXACO:H:C:PE;MPQ:MPQ:CO;BFAS:BFAS:C:O,same_direction,q_35;q_1064;q_1173;q_1507;q_778,q_35;q_1064;q_1173;q_1507;q_778,0.164192,True,Neighboring narrow content; semantic scope differs from the canonical model-trait definition.
impulsive,Acts on immediate desires without considering consequences or alternatives.,3,DIRECT / NEAR-DIRECT CONSTRUCT COVERAGE,codex_feasibility_reviewed,q_22: Act impulsively when something is bothering me. | q_35: Act without thinking. | q_636: Do things without thinking of the consequences.,q_22;q_35;q_636;q_708;q_1218;q_1159;q_2029;q_2756,q_22;q_35;q_636,HEXACO:H:C:PR;IPIPneo:C6:CA,same_direction,q_636;q_708;q_22;q_1218;q_1159,q_636;q_708;q_22;q_1218;q_1159,0.201382,False,"Face-valid narrow item content; feasibility only, not validated construct equivalence."
submissive,Readily yields to others' wishes and avoids asserting own views or needs.,3,DIRECT / NEAR-DIRECT CONSTRUCT COVERAGE,codex_feasibility_reviewed,q_2161: Do not have an assertive personality. | q_1768: Take charge.,q_2161;q_1768;q_460;q_253;q_1606;q_4255;q_298;q_1896,q_2161;q_1768,BFAS:BFAS:E:A;IPIP100:B5:E;MPQ:MPQ:SP;IPIPneo:E3:AS,mixed_same_and_reverse,q_460;q_253;q_1606;q_4255;q_298,q_460;q_253;q_1606;q_4255;q_298,0.141448,False,"Face-valid narrow item content; feasibility only, not validated construct equivalence."
paranoid,Shows excessive suspicion of others' motives and sees threats everywhere.,3,DIRECT / NEAR-DIRECT CONSTRUCT COVERAGE,codex_feasibility_reviewed,q_1758: Suspect hidden motives in others. | q_880: Feel that people are against me. | q_594: Distrust people.,q_1758;q_880;q_594;q_844;q_890;q_538;q_1757;q_1467,q_1758;q_880;q_594,MPQ:MPQ:AL;IPIPneo:A1:TR;PS:PS:S;HEXACO:H:A:FO,same_direction,q_1758;q_844;q_890;q_538;q_1757,q_1758;q_844;q_890;q_538;q_1757,0.188068,False,"Face-valid narrow item content; feasibility only, not validated construct equivalence."
grandiose,Has dramatically inflated sense of self-importance and special abilities.,3,DIRECT / NEAR-DIRECT CONSTRUCT COVERAGE,codex_feasibility_reviewed,q_364: Believe that I am better than others. | q_1042: Have a high opinion of myself. | q_1830: Think highly of myself.,q_364;q_1042;q_1830;q_1110;q_348;q_4297;q_811;q_2951,q_364;q_1042;q_1830,BFAS:BFAS:A:P;HEXACO:H:H:M;IPIPneo:A5:MO,same_direction,q_1110;q_348;q_4297;q_811;q_2951,q_1110;q_348;q_4297;q_811;q_2951,0.176506,False,"Face-valid narrow item content; feasibility only, not validated construct equivalence."
melancholic,"Tends toward persistent sadness, brooding, and dwelling on negative aspects.",3,DIRECT / NEAR-DIRECT CONSTRUCT COVERAGE,codex_feasibility_reviewed,q_1706: Show my sadness. | q_1578: Rarely feel depressed. | q_811: Feel a sense of worthlessness or hopelessness.,q_1706;q_1578;q_811;q_1687;q_4265;q_4226;q_294;q_292,q_1706;q_1578;q_811,HEXACO:H:E:D;BFAS:BFAS:N:W;HEXACO:H:E:A;QB6:QB6:ES,mixed_or_reverse_wording_review_required,q_1706;q_1687;q_4265;q_4226;q_294,q_1706;q_1687;q_4265;q_4226;q_294,0.256756,False,"Face-valid narrow item content; feasibility only, not validated construct equivalence."
