model,model_label,opaque_role_id,role,inverse_kde_density,within_model_sparsity_percentile,sparsity_rank_1_is_sparsest,knn_k,mean_knn_distance_standardized_native_pc,within_model_knn_sparsity_percentile
gemma,Gemma 2 27B,R233,student,4010553039.7,79.197080292,58,10,0.763346637907,82.1167883212
gemma,Gemma 2 27B,R234,summarizer,573166458.979,18.9781021898,223,10,0.301671293758,24.4525547445
gemma,Gemma 2 27B,R235,supervisor,472530275.862,9.85401459854,248,10,0.225615161516,9.12408759124
gemma,Gemma 2 27B,R236,surfer,6777619348.87,89.7810218978,29,10,0.925895669356,89.7810218978
gemma,Gemma 2 27B,R237,survivor,3138718707.04,68.9781021898,86,10,0.653534143677,71.1678832117
gemma,Gemma 2 27B,R238,swarm,3020414999.61,66.4233576642,93,10,0.646206843885,70.4379562044
gemma,Gemma 2 27B,R239,symbiont,825983604.807,32.1167883212,187,10,0.39446205546,35.7664233577
gemma,Gemma 2 27B,R240,synthesizer,591544703.013,21.5328467153,216,10,0.318918718886,26.2773722628
gemma,Gemma 2 27B,R241,teacher,1234481125.4,41.6058394161,161,10,0.429463941314,41.6058394161
gemma,Gemma 2 27B,R242,technologist,471170085.12,9.12408759124,250,10,0.279434877424,20.802919708
gemma,Gemma 2 27B,R243,teenager,9836081601.89,95.6204379562,13,10,1.37171421504,97.8102189781
gemma,Gemma 2 27B,R244,theorist,841869086.453,33.2116788321,184,10,0.388175029301,35.0364963504
gemma,Gemma 2 27B,R245,therapist,1913411629.16,52.1897810219,132,10,0.50348438859,53.2846715328
gemma,Gemma 2 27B,R246,toddler,19732252524.5,99.6350364964,2,10,2.76263517143,99.6350364964
gemma,Gemma 2 27B,R247,traditionalist,1575266541.07,47.0802919708,146,10,0.479436071711,51.0948905109
gemma,Gemma 2 27B,R248,trainer,536889943.151,17.1532846715,228,10,0.22693729976,9.48905109489
gemma,Gemma 2 27B,R249,translator,422317010.038,3.6496350365,265,10,0.171961764393,1.09489051095
gemma,Gemma 2 27B,R250,tree,4010142512.23,78.8321167883,59,10,0.686929581381,74.4525547445
gemma,Gemma 2 27B,R251,trickster,4913058470.18,83.9416058394,45,10,0.787533563027,83.5766423358
gemma,Gemma 2 27B,R252,tulpa,828540174.571,32.8467153285,185,10,0.299645232287,23.7226277372
gemma,Gemma 2 27B,R253,tutor,1181859525.24,40.8759124088,163,10,0.413177999204,39.0510948905
gemma,Gemma 2 27B,R254,validator,561019897.67,18.2481751825,225,10,0.244925733251,14.598540146
gemma,Gemma 2 27B,R255,vampire,5959314226.57,87.9562043796,34,10,0.83764681982,86.8613138686
gemma,Gemma 2 27B,R256,vegan,910290815.563,35.401459854,178,10,0.370104378616,32.1167883212
gemma,Gemma 2 27B,R257,veteran,3055006940.89,67.8832116788,89,10,0.613003816907,66.7883211679
gemma,Gemma 2 27B,R258,veterinarian,670103123.13,27.3722627737,200,10,0.360092663992,31.0218978102
gemma,Gemma 2 27B,R259,vigilante,3093447820.05,68.2481751825,88,10,0.577305049621,62.7737226277
gemma,Gemma 2 27B,R260,virtuoso,1928484440.99,53.2846715328,129,10,0.552004079937,59.4890510949
gemma,Gemma 2 27B,R261,virus,4463036731.11,81.7518248175,51,10,0.700657533226,76.2773722628
gemma,Gemma 2 27B,R262,visionary,1172437869.89,40.1459854015,165,10,0.479525014678,51.4598540146
gemma,Gemma 2 27B,R263,void,6796515238.07,90.1459854015,28,10,0.91079303722,89.0510948905
gemma,Gemma 2 27B,R264,wanderer,2517695527.21,62.0437956204,105,10,0.575979631472,62.4087591241
gemma,Gemma 2 27B,R265,warrior,2035231844.55,56.204379562,121,10,0.538347164009,57.6642335766
gemma,Gemma 2 27B,R266,whale,1880990170.75,51.8248175182,133,10,0.40418161747,37.5912408759
gemma,Gemma 2 27B,R267,widow,4215129711.29,81.0218978102,53,10,0.748326793219,80.6569343066
gemma,Gemma 2 27B,R268,wind,1969581555.86,54.7445255474,125,10,0.469259001414,48.9051094891
gemma,Gemma 2 27B,R269,witch,1618144795,48.1751824818,143,10,0.379102858624,33.5766423358
gemma,Gemma 2 27B,R270,witness,1150371652.72,39.7810218978,166,10,0.41109546438,38.6861313869
gemma,Gemma 2 27B,R271,workaholic,9336586358.32,94.1605839416,17,10,1.04285227385,93.4306569343
gemma,Gemma 2 27B,R272,wraith,2731178238.65,63.503649635,101,10,0.525210582636,55.1094890511
gemma,Gemma 2 27B,R273,writer,725666186.576,28.8321167883,196,10,0.301545446897,24.0875912409
gemma,Gemma 2 27B,R274,zealot,9291593018.15,93.795620438,18,10,1.24973696406,96.7153284672
gemma,Gemma 2 27B,R275,zeitgeist,1617766587.2,47.8102189781,144,10,0.533456615324,56.9343065693
